S.no,WWR,AR,ORIN,OVERHANG,SHGC,ENERGY,,,
94987,0.52,3,170,7,0.73,127,,,
95133,0.52,4,170,18,0.71,127,,,
95134,0.52,4,170,23,0.71,127,,,
95153,0.52,4,170,28,0.81,127,,,
95170,0.52,4,170,23,0.73,127,,,
95316,0.52,5,170,34,0.71,127,,,
95335,0.52,5,170,39,0.81,127,,,
95352,0.52,5,170,34,0.73,127,,,
95357,0.52,5,170,12,0.72,127,,,
95508,0.62,1,170,2,0.81,127,,,
95671,0.62,2,170,7,0.71,127,,,
95690,0.62,2,170,12,0.81,127,,,
95691,0.62,2,170,18,0.81,127,,,
95707,0.62,2,170,7,0.73,127,,,
95854,0.62,3,170,23,0.71,127,,,
95855,0.62,3,170,28,0.71,127,,,
95874,0.62,3,170,34,0.81,127,,,
95891,0.62,3,170,28,0.73,127,,,
95895,0.62,3,170,2,0.72,127,,,
96037,0.62,4,170,39,0.71,127,,,
96073,0.62,4,170,39,0.73,127,,,
96078,0.62,4,170,18,0.72,127,,,
96218,0.62,5,170,45,0.71,127,,,
96261,0.62,5,170,34,0.72,127,,,
96391,0.71,1,170,7,0.71,127,,,
96410,0.71,1,170,12,0.81,127,,,
96411,0.71,1,170,18,0.81,127,,,
96427,0.71,1,170,7,0.73,127,,,
96574,0.71,2,170,23,0.71,127,,,
96610,0.71,2,170,23,0.73,127,,,
96611,0.71,2,170,28,0.73,127,,,
96615,0.71,2,170,2,0.72,127,,,
96757,0.71,3,170,39,0.71,127,,,
96776,0.71,3,170,45,0.81,127,,,
96793,0.71,3,170,39,0.73,127,,,
96799,0.71,3,170,23,0.72,127,,,
96876,0.71,4,170,2,0.7,127,,,
96981,0.71,4,170,34,0.72,127,,,
97029,0.71,5,170,2,0.66,127,,,
97058,0.71,5,170,12,0.7,127,,,
97059,0.71,5,170,18,0.7,127,,,
97163,0.71,5,170,45,0.72,127,,,
97294,0.81,1,170,23,0.71,127,,,
97313,0.81,1,170,28,0.81,127,,,
97330,0.81,1,170,23,0.73,127,,,
97335,0.81,1,170,2,0.72,127,,,
97336,0.81,1,170,7,0.72,127,,,
97477,0.81,2,170,39,0.71,127,,,
97496,0.81,2,170,45,0.81,127,,,
97513,0.81,2,170,39,0.73,127,,,
97518,0.81,2,170,18,0.72,127,,,
97596,0.81,3,170,2,0.7,127,,,
97701,0.81,3,170,34,0.72,127,,,
97749,0.81,4,170,2,0.66,127,,,
97750,0.81,4,170,7,0.66,127,,,
97779,0.81,4,170,18,0.7,127,,,
97883,0.81,4,170,45,0.72,127,,,
97884,0.81,4,170,2,0.73,127,,,
97932,0.81,5,170,18,0.66,127,,,
97933,0.81,5,170,23,0.66,127,,,
97961,0.81,5,170,28,0.7,127,,,
97966,0.81,5,170,7,0.68,127,,,
97967,0.81,5,170,12,0.68,127,,,
98021,0.81,5,170,12,0.61,127,,,
98066,0.81,5,170,12,0.73,127,,,
98196,0.9,1,170,34,0.71,127,,,
98197,0.9,1,170,39,0.71,127,,,
98233,0.9,1,170,39,0.73,127,,,
98237,0.9,1,170,12,0.72,127,,,
98238,0.9,1,170,18,0.72,127,,,
98316,0.9,2,170,2,0.7,127,,,
98421,0.9,2,170,34,0.72,127,,,
98469,0.9,3,170,2,0.66,127,,,
98498,0.9,3,170,12,0.7,127,,,
98499,0.9,3,170,18,0.7,127,,,
98603,0.9,3,170,45,0.72,127,,,
98604,0.9,3,170,2,0.73,127,,,
98652,0.9,4,170,18,0.66,127,,,
98653,0.9,4,170,23,0.66,127,,,
98687,0.9,4,170,12,0.68,127,,,
98741,0.9,4,170,12,0.61,127,,,
98786,0.9,4,170,12,0.73,127,,,
98787,0.9,4,170,18,0.73,127,,,
98835,0.9,5,170,34,0.66,127,,,
98863,0.9,5,170,39,0.7,127,,,
98869,0.9,5,170,23,0.68,127,,,
98870,0.9,5,170,28,0.68,127,,,
98892,0.9,5,170,2,0.68,127,,,
98893,0.9,5,170,7,0.68,127,,,
98924,0.9,5,170,28,0.61,127,,,
98968,0.9,5,170,23,0.73,127,,,
98969,0.9,5,170,28,0.73,127,,,
4410,0.43,5,0,2,0.71,128,,,
4429,0.43,5,0,7,0.81,128,,,
4430,0.43,5,0,12,0.81,128,,,
4446,0.43,5,0,2,0.73,128,,,
4968,0.52,3,0,2,0.81,128,,,
5132,0.52,4,0,12,0.71,128,,,
5151,0.52,4,0,18,0.81,128,,,
5168,0.52,4,0,12,0.73,128,,,
5315,0.52,5,0,28,0.71,128,,,
5334,0.52,5,0,34,0.81,128,,,
5351,0.52,5,0,28,0.73,128,,,
5355,0.52,5,0,2,0.72,128,,,
5688,0.62,2,0,2,0.81,128,,,
5689,0.62,2,0,7,0.81,128,,,
5853,0.62,3,0,18,0.71,128,,,
5872,0.62,3,0,23,0.81,128,,,
5889,0.62,3,0,18,0.73,128,,,
6036,0.62,4,0,34,0.71,128,,,
6055,0.62,4,0,39,0.81,128,,,
6072,0.62,4,0,34,0.73,128,,,
6076,0.62,4,0,7,0.72,128,,,
6077,0.62,4,0,12,0.72,128,,,
6236,0.62,5,0,45,0.81,128,,,
6259,0.62,5,0,23,0.72,128,,,
6260,0.62,5,0,28,0.72,128,,,
6390,0.71,1,0,2,0.71,128,,,
6409,0.71,1,0,7,0.81,128,,,
6426,0.71,1,0,2,0.73,128,,,
6573,0.71,2,0,18,0.71,128,,,
6592,0.71,2,0,23,0.81,128,,,
6609,0.71,2,0,18,0.73,128,,,
6756,0.71,3,0,34,0.71,128,,,
6775,0.71,3,0,39,0.81,128,,,
6792,0.71,3,0,34,0.73,128,,,
6797,0.71,3,0,12,0.72,128,,,
6938,0.71,4,0,45,0.71,128,,,
6974,0.71,4,0,45,0.73,128,,,
6980,0.71,4,0,28,0.72,128,,,
7056,0.71,5,0,2,0.7,128,,,
7057,0.71,5,0,7,0.7,128,,,
7162,0.71,5,0,39,0.72,128,,,
7292,0.81,1,0,12,0.71,128,,,
7312,0.81,1,0,23,0.81,128,,,
7328,0.81,1,0,12,0.73,128,,,
7329,0.81,1,0,18,0.73,128,,,
7476,0.81,2,0,34,0.71,128,,,
7495,0.81,2,0,39,0.81,128,,,
7512,0.81,2,0,34,0.73,128,,,
7516,0.81,2,0,7,0.72,128,,,
7517,0.81,2,0,12,0.72,128,,,
7658,0.81,3,0,45,0.71,128,,,
7694,0.81,3,0,45,0.73,128,,,
7700,0.81,3,0,28,0.72,128,,,
7777,0.81,4,0,7,0.7,128,,,
7778,0.81,4,0,12,0.7,128,,,
7882,0.81,4,0,39,0.72,128,,,
7930,0.81,5,0,7,0.66,128,,,
7931,0.81,5,0,12,0.66,128,,,
7959,0.81,5,0,18,0.7,128,,,
7960,0.81,5,0,23,0.7,128,,,
7965,0.81,5,0,2,0.68,128,,,
8019,0.81,5,0,2,0.61,128,,,
8064,0.81,5,0,2,0.73,128,,,
8195,0.9,1,0,28,0.71,128,,,
8214,0.9,1,0,34,0.81,128,,,
8215,0.9,1,0,39,0.81,128,,,
8231,0.9,1,0,28,0.73,128,,,
8236,0.9,1,0,7,0.72,128,,,
8378,0.9,2,0,45,0.71,128,,,
8414,0.9,2,0,45,0.73,128,,,
8419,0.9,2,0,23,0.72,128,,,
8496,0.9,3,0,2,0.7,128,,,
8497,0.9,3,0,7,0.7,128,,,
8602,0.9,3,0,39,0.72,128,,,
8651,0.9,4,0,12,0.66,128,,,
8680,0.9,4,0,23,0.7,128,,,
8685,0.9,4,0,2,0.68,128,,,
8686,0.9,4,0,7,0.68,128,,,
8739,0.9,4,0,2,0.61,128,,,
8740,0.9,4,0,7,0.61,128,,,
8785,0.9,4,0,7,0.73,128,,,
8833,0.9,5,0,23,0.66,128,,,
8862,0.9,5,0,34,0.7,128,,,
8867,0.9,5,0,12,0.68,128,,,
8868,0.9,5,0,18,0.68,128,,,
8922,0.9,5,0,18,0.61,128,,,
8967,0.9,5,0,18,0.73,128,,,
13410,0.43,5,17,2,0.71,128,,,
13429,0.43,5,17,7,0.81,128,,,
13446,0.43,5,17,2,0.73,128,,,
13968,0.52,3,17,2,0.81,128,,,
14131,0.52,4,17,7,0.71,128,,,
14132,0.52,4,17,12,0.71,128,,,
14151,0.52,4,17,18,0.81,128,,,
14168,0.52,4,17,12,0.73,128,,,
14314,0.52,5,17,23,0.71,128,,,
14315,0.52,5,17,28,0.71,128,,,
14334,0.52,5,17,34,0.81,128,,,
14351,0.52,5,17,28,0.73,128,,,
14355,0.52,5,17,2,0.72,128,,,
14688,0.62,2,17,2,0.81,128,,,
14689,0.62,2,17,7,0.81,128,,,
14853,0.62,3,17,18,0.71,128,,,
14872,0.62,3,17,23,0.81,128,,,
14889,0.62,3,17,18,0.73,128,,,
15035,0.62,4,17,28,0.71,128,,,
15055,0.62,4,17,39,0.81,128,,,
15072,0.62,4,17,34,0.73,128,,,
15076,0.62,4,17,7,0.72,128,,,
15077,0.62,4,17,12,0.72,128,,,
15218,0.62,5,17,45,0.71,128,,,
15254,0.62,5,17,45,0.73,128,,,
15259,0.62,5,17,23,0.72,128,,,
15390,0.71,1,17,2,0.71,128,,,
15409,0.71,1,17,7,0.81,128,,,
15426,0.71,1,17,2,0.73,128,,,
15572,0.71,2,17,12,0.71,128,,,
15573,0.71,2,17,18,0.71,128,,,
15592,0.71,2,17,23,0.81,128,,,
15609,0.71,2,17,18,0.73,128,,,
15756,0.71,3,17,34,0.71,128,,,
15775,0.71,3,17,39,0.81,128,,,
15792,0.71,3,17,34,0.73,128,,,
15797,0.71,3,17,12,0.72,128,,,
15938,0.71,4,17,45,0.71,128,,,
15974,0.71,4,17,45,0.73,128,,,
15980,0.71,4,17,28,0.72,128,,,
16056,0.71,5,17,2,0.7,128,,,
16162,0.71,5,17,39,0.72,128,,,
16292,0.81,1,17,12,0.71,128,,,
16311,0.81,1,17,18,0.81,128,,,
16312,0.81,1,17,23,0.81,128,,,
16328,0.81,1,17,12,0.73,128,,,
16475,0.81,2,17,28,0.71,128,,,
16495,0.81,2,17,39,0.81,128,,,
16512,0.81,2,17,34,0.73,128,,,
16516,0.81,2,17,7,0.72,128,,,
16658,0.81,3,17,45,0.71,128,,,
16694,0.81,3,17,45,0.73,128,,,
16700,0.81,3,17,28,0.72,128,,,
16777,0.81,4,17,7,0.7,128,,,
16882,0.81,4,17,39,0.72,128,,,
16930,0.81,5,17,7,0.66,128,,,
16959,0.81,5,17,18,0.7,128,,,
17064,0.81,5,17,2,0.73,128,,,
17195,0.9,1,17,28,0.71,128,,,
17214,0.9,1,17,34,0.81,128,,,
17215,0.9,1,17,39,0.81,128,,,
17231,0.9,1,17,28,0.73,128,,,
17236,0.9,1,17,7,0.72,128,,,
17378,0.9,2,17,45,0.71,128,,,
17414,0.9,2,17,45,0.73,128,,,
17419,0.9,2,17,23,0.72,128,,,
17496,0.9,3,17,2,0.7,128,,,
17602,0.9,3,17,39,0.72,128,,,
17651,0.9,4,17,12,0.66,128,,,
17680,0.9,4,17,23,0.7,128,,,
17685,0.9,4,17,2,0.68,128,,,
17739,0.9,4,17,2,0.61,128,,,
17784,0.9,4,17,2,0.73,128,,,
17785,0.9,4,17,7,0.73,128,,,
17833,0.9,5,17,23,0.66,128,,,
17862,0.9,5,17,34,0.7,128,,,
17867,0.9,5,17,12,0.68,128,,,
17921,0.9,5,17,12,0.61,128,,,
17922,0.9,5,17,18,0.61,128,,,
17966,0.9,5,17,12,0.73,128,,,
22410,0.43,5,34,2,0.71,128,,,
22429,0.43,5,34,7,0.81,128,,,
22446,0.43,5,34,2,0.73,128,,,
22968,0.52,3,34,2,0.81,128,,,
23132,0.52,4,34,12,0.71,128,,,
23151,0.52,4,34,18,0.81,128,,,
23168,0.52,4,34,12,0.73,128,,,
23314,0.52,5,34,23,0.71,128,,,
23315,0.52,5,34,28,0.71,128,,,
23334,0.52,5,34,34,0.81,128,,,
23351,0.52,5,34,28,0.73,128,,,
23355,0.52,5,34,2,0.72,128,,,
23688,0.62,2,34,2,0.81,128,,,
23689,0.62,2,34,7,0.81,128,,,
23853,0.62,3,34,18,0.71,128,,,
23872,0.62,3,34,23,0.81,128,,,
23889,0.62,3,34,18,0.73,128,,,
24055,0.62,4,34,39,0.81,128,,,
24072,0.62,4,34,34,0.73,128,,,
24076,0.62,4,34,7,0.72,128,,,
24077,0.62,4,34,12,0.72,128,,,
24218,0.62,5,34,45,0.71,128,,,
24254,0.62,5,34,45,0.73,128,,,
24259,0.62,5,34,23,0.72,128,,,
24390,0.71,1,34,2,0.71,128,,,
24409,0.71,1,34,7,0.81,128,,,
24426,0.71,1,34,2,0.73,128,,,
24573,0.71,2,34,18,0.71,128,,,
24592,0.71,2,34,23,0.81,128,,,
24609,0.71,2,34,18,0.73,128,,,
24756,0.71,3,34,34,0.71,128,,,
24775,0.71,3,34,39,0.81,128,,,
24792,0.71,3,34,34,0.73,128,,,
24797,0.71,3,34,12,0.72,128,,,
24938,0.71,4,34,45,0.71,128,,,
24980,0.71,4,34,28,0.72,128,,,
25056,0.71,5,34,2,0.7,128,,,
25162,0.71,5,34,39,0.72,128,,,
25292,0.81,1,34,12,0.71,128,,,
25311,0.81,1,34,18,0.81,128,,,
25328,0.81,1,34,12,0.73,128,,,
25475,0.81,2,34,28,0.71,128,,,
25495,0.81,2,34,39,0.81,128,,,
25512,0.81,2,34,34,0.73,128,,,
25516,0.81,2,34,7,0.72,128,,,
25700,0.81,3,34,28,0.72,128,,,
25777,0.81,4,34,7,0.7,128,,,
25778,0.81,4,34,12,0.7,128,,,
25882,0.81,4,34,39,0.72,128,,,
25930,0.81,5,34,7,0.66,128,,,
25959,0.81,5,34,18,0.7,128,,,
26019,0.81,5,34,2,0.61,128,,,
26064,0.81,5,34,2,0.73,128,,,
26194,0.9,1,34,23,0.71,128,,,
26195,0.9,1,34,28,0.71,128,,,
26214,0.9,1,34,34,0.81,128,,,
26231,0.9,1,34,28,0.73,128,,,
26236,0.9,1,34,7,0.72,128,,,
26378,0.9,2,34,45,0.71,128,,,
26414,0.9,2,34,45,0.73,128,,,
26419,0.9,2,34,23,0.72,128,,,
26496,0.9,3,34,2,0.7,128,,,
26602,0.9,3,34,39,0.72,128,,,
26651,0.9,4,34,12,0.66,128,,,
26680,0.9,4,34,23,0.7,128,,,
26685,0.9,4,34,2,0.68,128,,,
26686,0.9,4,34,7,0.68,128,,,
26739,0.9,4,34,2,0.61,128,,,
26740,0.9,4,34,7,0.61,128,,,
26785,0.9,4,34,7,0.73,128,,,
26833,0.9,5,34,23,0.66,128,,,
26862,0.9,5,34,34,0.7,128,,,
26867,0.9,5,34,12,0.68,128,,,
26921,0.9,5,34,12,0.61,128,,,
26922,0.9,5,34,18,0.61,128,,,
26966,0.9,5,34,12,0.73,128,,,
26967,0.9,5,34,18,0.73,128,,,
31410,0.43,5,51,2,0.71,128,,,
31430,0.43,5,51,12,0.81,128,,,
31446,0.43,5,51,2,0.73,128,,,
31968,0.52,3,51,2,0.81,128,,,
31969,0.52,3,51,7,0.81,128,,,
32132,0.52,4,51,12,0.71,128,,,
32151,0.52,4,51,18,0.81,128,,,
32152,0.52,4,51,23,0.81,128,,,
32168,0.52,4,51,12,0.73,128,,,
32315,0.52,5,51,28,0.71,128,,,
32334,0.52,5,51,34,0.81,128,,,
32351,0.52,5,51,28,0.73,128,,,
32355,0.52,5,51,2,0.72,128,,,
32356,0.52,5,51,7,0.72,128,,,
32689,0.62,2,51,7,0.81,128,,,
32706,0.62,2,51,2,0.73,128,,,
32853,0.62,3,51,18,0.71,128,,,
32872,0.62,3,51,23,0.81,128,,,
32873,0.62,3,51,28,0.81,128,,,
32889,0.62,3,51,18,0.73,128,,,
33036,0.62,4,51,34,0.71,128,,,
33055,0.62,4,51,39,0.81,128,,,
33072,0.62,4,51,34,0.73,128,,,
33077,0.62,4,51,12,0.72,128,,,
33218,0.62,5,51,45,0.71,128,,,
33260,0.62,5,51,28,0.72,128,,,
33390,0.71,1,51,2,0.71,128,,,
33409,0.71,1,51,7,0.81,128,,,
33426,0.71,1,51,2,0.73,128,,,
33573,0.71,2,51,18,0.71,128,,,
33592,0.71,2,51,23,0.81,128,,,
33609,0.71,2,51,18,0.73,128,,,
33756,0.71,3,51,34,0.71,128,,,
33775,0.71,3,51,39,0.81,128,,,
33792,0.71,3,51,34,0.73,128,,,
33797,0.71,3,51,12,0.72,128,,,
33980,0.71,4,51,28,0.72,128,,,
34057,0.71,5,51,7,0.7,128,,,
34163,0.71,5,51,45,0.72,128,,,
34292,0.81,1,51,12,0.71,128,,,
34311,0.81,1,51,18,0.81,128,,,
34328,0.81,1,51,12,0.73,128,,,
34476,0.81,2,51,34,0.71,128,,,
34495,0.81,2,51,39,0.81,128,,,
34512,0.81,2,51,34,0.73,128,,,
34516,0.81,2,51,7,0.72,128,,,
34517,0.81,2,51,12,0.72,128,,,
34700,0.81,3,51,28,0.72,128,,,
34749,0.81,4,51,2,0.66,128,,,
34778,0.81,4,51,12,0.7,128,,,
34883,0.81,4,51,45,0.72,128,,,
34884,0.81,4,51,2,0.73,128,,,
34931,0.81,5,51,12,0.66,128,,,
34960,0.81,5,51,23,0.7,128,,,
34965,0.81,5,51,2,0.68,128,,,
34966,0.81,5,51,7,0.68,128,,,
35019,0.81,5,51,2,0.61,128,,,
35020,0.81,5,51,7,0.61,128,,,
35065,0.81,5,51,7,0.73,128,,,
35194,0.9,1,51,23,0.71,128,,,
35195,0.9,1,51,28,0.71,128,,,
35214,0.9,1,51,34,0.81,128,,,
35231,0.9,1,51,28,0.73,128,,,
35236,0.9,1,51,7,0.72,128,,,
35378,0.9,2,51,45,0.71,128,,,
35419,0.9,2,51,23,0.72,128,,,
35420,0.9,2,51,28,0.72,128,,,
35497,0.9,3,51,7,0.7,128,,,
35603,0.9,3,51,45,0.72,128,,,
35652,0.9,4,51,18,0.66,128,,,
35681,0.9,4,51,28,0.7,128,,,
35686,0.9,4,51,7,0.68,128,,,
35687,0.9,4,51,12,0.68,128,,,
35740,0.9,4,51,7,0.61,128,,,
35786,0.9,4,51,12,0.73,128,,,
35834,0.9,5,51,28,0.66,128,,,
35863,0.9,5,51,39,0.7,128,,,
35868,0.9,5,51,18,0.68,128,,,
35922,0.9,5,51,18,0.61,128,,,
35923,0.9,5,51,23,0.61,128,,,
35967,0.9,5,51,18,0.73,128,,,
35968,0.9,5,51,23,0.73,128,,,
40248,0.43,4,68,2,0.81,128,,,
40411,0.43,5,68,7,0.71,128,,,
40430,0.43,5,68,12,0.81,128,,,
40431,0.43,5,68,18,0.81,128,,,
40447,0.43,5,68,7,0.73,128,,,
40950,0.52,3,68,2,0.71,128,,,
40969,0.52,3,68,7,0.81,128,,,
40970,0.52,3,68,12,0.81,128,,,
40986,0.52,3,68,2,0.73,128,,,
41133,0.52,4,68,18,0.71,128,,,
41152,0.52,4,68,23,0.81,128,,,
41169,0.52,4,68,18,0.73,128,,,
41335,0.52,5,68,39,0.81,128,,,
41352,0.52,5,68,34,0.73,128,,,
41357,0.52,5,68,12,0.72,128,,,
41670,0.62,2,68,2,0.71,128,,,
41689,0.62,2,68,7,0.81,128,,,
41690,0.62,2,68,12,0.81,128,,,
41706,0.62,2,68,2,0.73,128,,,
41854,0.62,3,68,23,0.71,128,,,
41873,0.62,3,68,28,0.81,128,,,
41890,0.62,3,68,23,0.73,128,,,
41895,0.62,3,68,2,0.72,128,,,
42036,0.62,4,68,34,0.71,128,,,
42073,0.62,4,68,39,0.73,128,,,
42078,0.62,4,68,18,0.72,128,,,
42390,0.71,1,68,2,0.71,128,,,
42409,0.71,1,68,7,0.81,128,,,
42426,0.71,1,68,2,0.73,128,,,
42573,0.71,2,68,18,0.71,128,,,
42593,0.71,2,68,28,0.81,128,,,
42609,0.71,2,68,18,0.73,128,,,
42610,0.71,2,68,23,0.73,128,,,
42757,0.71,3,68,39,0.71,128,,,
42776,0.71,3,68,45,0.81,128,,,
42793,0.71,3,68,39,0.73,128,,,
42798,0.71,3,68,18,0.72,128,,,
42876,0.71,4,68,2,0.7,128,,,
42981,0.71,4,68,34,0.72,128,,,
43029,0.71,5,68,2,0.66,128,,,
43058,0.71,5,68,12,0.7,128,,,
43163,0.71,5,68,45,0.72,128,,,
43292,0.81,1,68,12,0.71,128,,,
43311,0.81,1,68,18,0.81,128,,,
43312,0.81,1,68,23,0.81,128,,,
43328,0.81,1,68,12,0.73,128,,,
43476,0.81,2,68,34,0.71,128,,,
43495,0.81,2,68,39,0.81,128,,,
43512,0.81,2,68,34,0.73,128,,,
43517,0.81,2,68,12,0.72,128,,,
43701,0.81,3,68,34,0.72,128,,,
43750,0.81,4,68,7,0.66,128,,,
43779,0.81,4,68,18,0.7,128,,,
43785,0.81,4,68,2,0.68,128,,,
43883,0.81,4,68,45,0.72,128,,,
43884,0.81,4,68,2,0.73,128,,,
43885,0.81,4,68,7,0.73,128,,,
43932,0.81,5,68,18,0.66,128,,,
43961,0.81,5,68,28,0.7,128,,,
43966,0.81,5,68,7,0.68,128,,,
43967,0.81,5,68,12,0.68,128,,,
44020,0.81,5,68,7,0.61,128,,,
44021,0.81,5,68,12,0.61,128,,,
44066,0.81,5,68,12,0.73,128,,,
44195,0.9,1,68,28,0.71,128,,,
44214,0.9,1,68,34,0.81,128,,,
44215,0.9,1,68,39,0.81,128,,,
44231,0.9,1,68,28,0.73,128,,,
44236,0.9,1,68,7,0.72,128,,,
44420,0.9,2,68,28,0.72,128,,,
44469,0.9,3,68,2,0.66,128,,,
44498,0.9,3,68,12,0.7,128,,,
44603,0.9,3,68,45,0.72,128,,,
44604,0.9,3,68,2,0.73,128,,,
44652,0.9,4,68,18,0.66,128,,,
44653,0.9,4,68,23,0.66,128,,,
44681,0.9,4,68,28,0.7,128,,,
44687,0.9,4,68,12,0.68,128,,,
44741,0.9,4,68,12,0.61,128,,,
44787,0.9,4,68,18,0.73,128,,,
44835,0.9,5,68,34,0.66,128,,,
44869,0.9,5,68,23,0.68,128,,,
44870,0.9,5,68,28,0.68,128,,,
44892,0.9,5,68,2,0.68,128,,,
44893,0.9,5,68,7,0.68,128,,,
44923,0.9,5,68,23,0.61,128,,,
44924,0.9,5,68,28,0.61,128,,,
44969,0.9,5,68,28,0.73,128,,,
49248,0.43,4,85,2,0.81,128,,,
49249,0.43,4,85,7,0.81,128,,,
49412,0.43,5,85,12,0.71,128,,,
49431,0.43,5,85,18,0.81,128,,,
49448,0.43,5,85,12,0.73,128,,,
49950,0.52,3,85,2,0.71,128,,,
49951,0.52,3,85,7,0.71,128,,,
49970,0.52,3,85,12,0.81,128,,,
49986,0.52,3,85,2,0.73,128,,,
49987,0.52,3,85,7,0.73,128,,,
50133,0.52,4,85,18,0.71,128,,,
50134,0.52,4,85,23,0.71,128,,,
50153,0.52,4,85,28,0.81,128,,,
50170,0.52,4,85,23,0.73,128,,,
50175,0.52,4,85,2,0.72,128,,,
50316,0.52,5,85,34,0.71,128,,,
50335,0.52,5,85,39,0.81,128,,,
50352,0.52,5,85,34,0.73,128,,,
50358,0.52,5,85,18,0.72,128,,,
50670,0.62,2,85,2,0.71,128,,,
50671,0.62,2,85,7,0.71,128,,,
50690,0.62,2,85,12,0.81,128,,,
50706,0.62,2,85,2,0.73,128,,,
50707,0.62,2,85,7,0.73,128,,,
50854,0.62,3,85,23,0.71,128,,,
50874,0.62,3,85,34,0.81,128,,,
50891,0.62,3,85,28,0.73,128,,,
50895,0.62,3,85,2,0.72,128,,,
50896,0.62,3,85,7,0.72,128,,,
51037,0.62,4,85,39,0.71,128,,,
51056,0.62,4,85,45,0.81,128,,,
51073,0.62,4,85,39,0.73,128,,,
51079,0.62,4,85,23,0.72,128,,,
51156,0.62,5,85,2,0.7,128,,,
51261,0.62,5,85,34,0.72,128,,,
51390,0.71,1,85,2,0.71,128,,,
51409,0.71,1,85,7,0.81,128,,,
51426,0.71,1,85,2,0.73,128,,,
51574,0.71,2,85,23,0.71,128,,,
51593,0.71,2,85,28,0.81,128,,,
51610,0.71,2,85,23,0.73,128,,,
51615,0.71,2,85,2,0.72,128,,,
51757,0.71,3,85,39,0.71,128,,,
51776,0.71,3,85,45,0.81,128,,,
51793,0.71,3,85,39,0.73,128,,,
51799,0.71,3,85,23,0.72,128,,,
51877,0.71,4,85,7,0.7,128,,,
51981,0.71,4,85,34,0.72,128,,,
52030,0.71,5,85,7,0.66,128,,,
52031,0.71,5,85,12,0.66,128,,,
52059,0.71,5,85,18,0.7,128,,,
52065,0.71,5,85,2,0.68,128,,,
52119,0.71,5,85,2,0.61,128,,,
52164,0.71,5,85,2,0.73,128,,,
52292,0.81,1,85,12,0.71,128,,,
52312,0.81,1,85,23,0.81,128,,,
52328,0.81,1,85,12,0.73,128,,,
52329,0.81,1,85,18,0.73,128,,,
52477,0.81,2,85,39,0.71,128,,,
52496,0.81,2,85,45,0.81,128,,,
52513,0.81,2,85,39,0.73,128,,,
52518,0.81,2,85,18,0.72,128,,,
52596,0.81,3,85,2,0.7,128,,,
52701,0.81,3,85,34,0.72,128,,,
52751,0.81,4,85,12,0.66,128,,,
52785,0.81,4,85,2,0.68,128,,,
52786,0.81,4,85,7,0.68,128,,,
52839,0.81,4,85,2,0.61,128,,,
52885,0.81,4,85,7,0.73,128,,,
52933,0.81,5,85,23,0.66,128,,,
52962,0.81,5,85,34,0.7,128,,,
52968,0.81,5,85,18,0.68,128,,,
53022,0.81,5,85,18,0.61,128,,,
53067,0.81,5,85,18,0.73,128,,,
53195,0.9,1,85,28,0.71,128,,,
53215,0.9,1,85,39,0.81,128,,,
53231,0.9,1,85,28,0.73,128,,,
53232,0.9,1,85,34,0.73,128,,,
53316,0.9,2,85,2,0.7,128,,,
53469,0.9,3,85,2,0.66,128,,,
53470,0.9,3,85,7,0.66,128,,,
53499,0.9,3,85,18,0.7,128,,,
53505,0.9,3,85,2,0.68,128,,,
53604,0.9,3,85,2,0.73,128,,,
53605,0.9,3,85,7,0.73,128,,,
53653,0.9,4,85,23,0.66,128,,,
53682,0.9,4,85,34,0.7,128,,,
53688,0.9,4,85,18,0.68,128,,,
53712,0.9,4,85,2,0.68,128,,,
53742,0.9,4,85,18,0.61,128,,,
53788,0.9,4,85,23,0.73,128,,,
53836,0.9,5,85,39,0.66,128,,,
53864,0.9,5,85,45,0.7,128,,,
53870,0.9,5,85,28,0.68,128,,,
53894,0.9,5,85,12,0.68,128,,,
53970,0.9,5,85,34,0.73,128,,,
58248,0.43,4,102,2,0.81,128,,,
58249,0.43,4,102,7,0.81,128,,,
58412,0.43,5,102,12,0.71,128,,,
58432,0.43,5,102,23,0.81,128,,,
58448,0.43,5,102,12,0.73,128,,,
58950,0.52,3,102,2,0.71,128,,,
58951,0.52,3,102,7,0.71,128,,,
58970,0.52,3,102,12,0.81,128,,,
58987,0.52,3,102,7,0.73,128,,,
59134,0.52,4,102,23,0.71,128,,,
59153,0.52,4,102,28,0.81,128,,,
59170,0.52,4,102,23,0.73,128,,,
59175,0.52,4,102,2,0.72,128,,,
59316,0.52,5,102,34,0.71,128,,,
59353,0.52,5,102,39,0.73,128,,,
59358,0.52,5,102,18,0.72,128,,,
59670,0.62,2,102,2,0.71,128,,,
59671,0.62,2,102,7,0.71,128,,,
59690,0.62,2,102,12,0.81,128,,,
59707,0.62,2,102,7,0.73,128,,,
59855,0.62,3,102,28,0.71,128,,,
59874,0.62,3,102,34,0.81,128,,,
59891,0.62,3,102,28,0.73,128,,,
59895,0.62,3,102,2,0.72,128,,,
59896,0.62,3,102,7,0.72,128,,,
60037,0.62,4,102,39,0.71,128,,,
60056,0.62,4,102,45,0.81,128,,,
60073,0.62,4,102,39,0.73,128,,,
60079,0.62,4,102,23,0.72,128,,,
60156,0.62,5,102,2,0.7,128,,,
60261,0.62,5,102,34,0.72,128,,,
60390,0.71,1,102,2,0.71,128,,,
