S.no,WWR,AR,ORIN,OVERHANG,SHGC,ENERGY,,,
72392,0.05,3,136,28,0.2,103,,,
72393,0.05,3,136,34,0.2,103,,,
72403,0.05,3,136,39,0.7,103,,,
72404,0.05,3,136,45,0.7,103,,,
72411,0.05,3,136,34,0.68,103,,,
72412,0.05,3,136,39,0.68,103,,,
72413,0.05,3,136,45,0.68,103,,,
72419,0.05,3,136,28,0.65,103,,,
72420,0.05,3,136,34,0.65,103,,,
72421,0.05,3,136,39,0.65,103,,,
72422,0.05,3,136,45,0.65,103,,,
72423,0.05,3,136,2,0.26,103,,,
72424,0.05,3,136,7,0.26,103,,,
72425,0.05,3,136,12,0.26,103,,,
72426,0.05,3,136,18,0.26,103,,,
72427,0.05,3,136,23,0.26,103,,,
72428,0.05,3,136,28,0.26,103,,,
72429,0.05,3,136,34,0.26,103,,,
72430,0.05,3,136,39,0.26,103,,,
72431,0.05,3,136,45,0.26,103,,,
72437,0.05,3,136,28,0.68,103,,,
72438,0.05,3,136,34,0.68,103,,,
72439,0.05,3,136,39,0.68,103,,,
72440,0.05,3,136,45,0.68,103,,,
72441,0.05,3,136,2,0.42,103,,,
72442,0.05,3,136,7,0.42,103,,,
72443,0.05,3,136,12,0.42,103,,,
72444,0.05,3,136,18,0.42,103,,,
72445,0.05,3,136,23,0.42,103,,,
72446,0.05,3,136,28,0.42,103,,,
72447,0.05,3,136,34,0.42,103,,,
72448,0.05,3,136,39,0.42,103,,,
72449,0.05,3,136,45,0.42,103,,,
72465,0.05,3,136,34,0.61,103,,,
72466,0.05,3,136,39,0.61,103,,,
72467,0.05,3,136,45,0.61,103,,,
72477,0.05,3,136,2,0.24,103,,,
72478,0.05,3,136,7,0.24,103,,,
72479,0.05,3,136,12,0.24,103,,,
72480,0.05,3,136,18,0.24,103,,,
72481,0.05,3,136,23,0.24,103,,,
72482,0.05,3,136,28,0.24,103,,,
72483,0.05,3,136,34,0.24,103,,,
72484,0.05,3,136,39,0.24,103,,,
72511,0.05,3,136,39,0.73,103,,,
72512,0.05,3,136,45,0.73,103,,,
72516,0.05,3,136,18,0.56,103,,,
72517,0.05,3,136,23,0.56,103,,,
72518,0.05,3,136,28,0.56,103,,,
72519,0.05,3,136,34,0.56,103,,,
72520,0.05,3,136,39,0.56,103,,,
72521,0.05,3,136,45,0.56,103,,,
72525,0.05,3,136,18,0.59,103,,,
72526,0.05,3,136,23,0.59,103,,,
72527,0.05,3,136,28,0.59,103,,,
72528,0.05,3,136,34,0.59,103,,,
72529,0.05,3,136,39,0.59,103,,,
72530,0.05,3,136,45,0.59,103,,,
72531,0.05,3,136,2,0.26,103,,,
72532,0.05,3,136,7,0.26,103,,,
72533,0.05,3,136,12,0.26,103,,,
72534,0.05,3,136,18,0.26,103,,,
72535,0.05,3,136,23,0.26,103,,,
72536,0.05,3,136,28,0.26,103,,,
72537,0.05,3,136,34,0.26,103,,,
72538,0.05,3,136,39,0.26,103,,,
72539,0.05,3,136,45,0.26,103,,,
72544,0.05,4,136,23,0.37,103,,,
72545,0.05,4,136,28,0.37,103,,,
72546,0.05,4,136,34,0.37,103,,,
72547,0.05,4,136,39,0.37,103,,,
72548,0.05,4,136,45,0.37,103,,,
72564,0.05,4,136,34,0.44,103,,,
72565,0.05,4,136,39,0.44,103,,,
72566,0.05,4,136,45,0.44,103,,,
72567,0.05,4,136,2,0.2,103,,,
72568,0.05,4,136,7,0.2,103,,,
72569,0.05,4,136,12,0.2,103,,,
72570,0.05,4,136,18,0.2,103,,,
72571,0.05,4,136,23,0.2,103,,,
72572,0.05,4,136,28,0.2,103,,,
72573,0.05,4,136,34,0.2,103,,,
72574,0.05,4,136,39,0.2,103,,,
72575,0.05,4,136,45,0.2,103,,,
72603,0.05,4,136,2,0.26,103,,,
72604,0.05,4,136,7,0.26,103,,,
72605,0.05,4,136,12,0.26,103,,,
72606,0.05,4,136,18,0.26,103,,,
72607,0.05,4,136,23,0.26,103,,,
72608,0.05,4,136,28,0.26,103,,,
72609,0.05,4,136,34,0.26,103,,,
72610,0.05,4,136,39,0.26,103,,,
72611,0.05,4,136,45,0.26,103,,,
72628,0.05,4,136,39,0.42,103,,,
72629,0.05,4,136,45,0.42,103,,,
72657,0.05,4,136,2,0.24,103,,,
72658,0.05,4,136,7,0.24,103,,,
72659,0.05,4,136,12,0.24,103,,,
72660,0.05,4,136,18,0.24,103,,,
72661,0.05,4,136,23,0.24,103,,,
72662,0.05,4,136,28,0.24,103,,,
72663,0.05,4,136,34,0.24,103,,,
72664,0.05,4,136,39,0.24,103,,,
72665,0.05,4,136,45,0.24,103,,,
72700,0.05,4,136,39,0.56,103,,,
72701,0.05,4,136,45,0.56,103,,,
72710,0.05,4,136,45,0.59,103,,,
72711,0.05,4,136,2,0.26,103,,,
72712,0.05,4,136,7,0.26,103,,,
72713,0.05,4,136,12,0.26,103,,,
72714,0.05,4,136,18,0.26,103,,,
72715,0.05,4,136,23,0.26,103,,,
72716,0.05,4,136,28,0.26,103,,,
72717,0.05,4,136,34,0.26,103,,,
72718,0.05,4,136,39,0.26,103,,,
72719,0.05,4,136,45,0.26,103,,,
72904,0.14,1,136,23,0.37,103,,,
72905,0.14,1,136,28,0.37,103,,,
72906,0.14,1,136,34,0.37,103,,,
72907,0.14,1,136,39,0.37,103,,,
72908,0.14,1,136,45,0.37,103,,,
72924,0.14,1,136,34,0.44,103,,,
72925,0.14,1,136,39,0.44,103,,,
72926,0.14,1,136,45,0.44,103,,,
72927,0.14,1,136,2,0.2,103,,,
72928,0.14,1,136,7,0.2,103,,,
72929,0.14,1,136,12,0.2,103,,,
72930,0.14,1,136,18,0.2,103,,,
72931,0.14,1,136,23,0.2,103,,,
72932,0.14,1,136,28,0.2,103,,,
72963,0.14,1,136,2,0.26,103,,,
72964,0.14,1,136,7,0.26,103,,,
72965,0.14,1,136,12,0.26,103,,,
72966,0.14,1,136,18,0.26,103,,,
72967,0.14,1,136,23,0.26,103,,,
72968,0.14,1,136,28,0.26,103,,,
72969,0.14,1,136,34,0.26,103,,,
72970,0.14,1,136,39,0.26,103,,,
72989,0.14,1,136,45,0.42,103,,,
73017,0.14,1,136,2,0.24,103,,,
73018,0.14,1,136,7,0.24,103,,,
73019,0.14,1,136,12,0.24,103,,,
73020,0.14,1,136,18,0.24,103,,,
73021,0.14,1,136,23,0.24,103,,,
73022,0.14,1,136,28,0.24,103,,,
73023,0.14,1,136,34,0.24,103,,,
73061,0.14,1,136,45,0.56,103,,,
73070,0.14,1,136,45,0.59,103,,,
73071,0.14,1,136,2,0.26,103,,,
73072,0.14,1,136,7,0.26,103,,,
73073,0.14,1,136,12,0.26,103,,,
73074,0.14,1,136,18,0.26,103,,,
73075,0.14,1,136,23,0.26,103,,,
73076,0.14,1,136,28,0.26,103,,,
73077,0.14,1,136,34,0.26,103,,,
73078,0.14,1,136,39,0.26,103,,,
73086,0.14,2,136,34,0.37,103,,,
73087,0.14,2,136,39,0.37,103,,,
73088,0.14,2,136,45,0.37,103,,,
73106,0.14,2,136,45,0.44,103,,,
73107,0.14,2,136,2,0.2,103,,,
73108,0.14,2,136,7,0.2,103,,,
73109,0.14,2,136,12,0.2,103,,,
73110,0.14,2,136,18,0.2,103,,,
73111,0.14,2,136,23,0.2,103,,,
73112,0.14,2,136,28,0.2,103,,,
73113,0.14,2,136,34,0.2,103,,,
73114,0.14,2,136,39,0.2,103,,,
73115,0.14,2,136,45,0.2,103,,,
73147,0.14,2,136,23,0.26,103,,,
73148,0.14,2,136,28,0.26,103,,,
73149,0.14,2,136,34,0.26,103,,,
73150,0.14,2,136,39,0.26,103,,,
73151,0.14,2,136,45,0.26,103,,,
73200,0.14,2,136,18,0.24,103,,,
73201,0.14,2,136,23,0.24,103,,,
73202,0.14,2,136,28,0.24,103,,,
73203,0.14,2,136,34,0.24,103,,,
73204,0.14,2,136,39,0.24,103,,,
73205,0.14,2,136,45,0.24,103,,,
73254,0.14,2,136,18,0.26,103,,,
73255,0.14,2,136,23,0.26,103,,,
73256,0.14,2,136,28,0.26,103,,,
73257,0.14,2,136,34,0.26,103,,,
73258,0.14,2,136,39,0.26,103,,,
73259,0.14,2,136,45,0.26,103,,,
73291,0.14,3,136,23,0.2,103,,,
73292,0.14,3,136,28,0.2,103,,,
73293,0.14,3,136,34,0.2,103,,,
73294,0.14,3,136,39,0.2,103,,,
73295,0.14,3,136,45,0.2,103,,,
73331,0.14,3,136,45,0.26,103,,,
73384,0.14,3,136,39,0.24,103,,,
73385,0.14,3,136,45,0.24,103,,,
73438,0.14,3,136,39,0.26,103,,,
73439,0.14,3,136,45,0.26,103,,,
73831,0.24,1,136,23,0.2,103,,,
73832,0.24,1,136,28,0.2,103,,,
73833,0.24,1,136,34,0.2,103,,,
73834,0.24,1,136,39,0.2,103,,,
73835,0.24,1,136,45,0.2,103,,,
73871,0.24,1,136,45,0.26,103,,,
73923,0.24,1,136,34,0.24,103,,,
73924,0.24,1,136,39,0.24,103,,,
73925,0.24,1,136,45,0.24,103,,,
73978,0.24,1,136,39,0.26,103,,,
73979,0.24,1,136,45,0.26,103,,,
74013,0.24,2,136,34,0.2,103,,,
74014,0.24,2,136,39,0.2,103,,,
74015,0.24,2,136,45,0.2,103,,,
74105,0.24,2,136,45,0.24,103,,,
74735,0.33,1,136,45,0.2,103,,,
81009,0.05,1,153,2,0.66,103,,,
81010,0.05,1,153,7,0.66,103,,,
81011,0.05,1,153,12,0.66,103,,,
81012,0.05,1,153,18,0.66,103,,,
81013,0.05,1,153,23,0.66,103,,,
81014,0.05,1,153,28,0.66,103,,,
81015,0.05,1,153,34,0.66,103,,,
81018,0.05,1,153,2,0.44,103,,,
81036,0.05,1,153,2,0.7,103,,,
81037,0.05,1,153,7,0.7,103,,,
81038,0.05,1,153,12,0.7,103,,,
81039,0.05,1,153,18,0.7,103,,,
81040,0.05,1,153,23,0.7,103,,,
81041,0.05,1,153,28,0.7,103,,,
81042,0.05,1,153,34,0.7,103,,,
81043,0.05,1,153,39,0.7,103,,,
81045,0.05,1,153,2,0.68,103,,,
81046,0.05,1,153,7,0.68,103,,,
81047,0.05,1,153,12,0.68,103,,,
81048,0.05,1,153,18,0.68,103,,,
81049,0.05,1,153,23,0.68,103,,,
81050,0.05,1,153,28,0.68,103,,,
81051,0.05,1,153,34,0.68,103,,,
81054,0.05,1,153,2,0.65,103,,,
81055,0.05,1,153,7,0.65,103,,,
81056,0.05,1,153,12,0.65,103,,,
81057,0.05,1,153,18,0.65,103,,,
81058,0.05,1,153,23,0.65,103,,,
81072,0.05,1,153,2,0.68,103,,,
81073,0.05,1,153,7,0.68,103,,,
81074,0.05,1,153,12,0.68,103,,,
81075,0.05,1,153,18,0.68,103,,,
81076,0.05,1,153,23,0.68,103,,,
81077,0.05,1,153,28,0.68,103,,,
81081,0.05,1,153,2,0.42,103,,,
81082,0.05,1,153,7,0.42,103,,,
81095,0.05,1,153,28,0.71,103,,,
81096,0.05,1,153,34,0.71,103,,,
81097,0.05,1,153,39,0.71,103,,,
81098,0.05,1,153,45,0.71,103,,,
81099,0.05,1,153,2,0.61,103,,,
81100,0.05,1,153,7,0.61,103,,,
81101,0.05,1,153,12,0.61,103,,,
81102,0.05,1,153,18,0.61,103,,,
81103,0.05,1,153,23,0.61,103,,,
81104,0.05,1,153,28,0.61,103,,,
81105,0.05,1,153,34,0.61,103,,,
81114,0.05,1,153,34,0.81,103,,,
81115,0.05,1,153,39,0.81,103,,,
81116,0.05,1,153,45,0.81,103,,,
81132,0.05,1,153,34,0.73,103,,,
81133,0.05,1,153,39,0.73,103,,,
81134,0.05,1,153,45,0.73,103,,,
81138,0.05,1,153,18,0.72,103,,,
81139,0.05,1,153,23,0.72,103,,,
81140,0.05,1,153,28,0.72,103,,,
81141,0.05,1,153,34,0.72,103,,,
81142,0.05,1,153,39,0.72,103,,,
81143,0.05,1,153,45,0.72,103,,,
81144,0.05,1,153,2,0.73,103,,,
81145,0.05,1,153,7,0.73,103,,,
81146,0.05,1,153,12,0.73,103,,,
81147,0.05,1,153,18,0.73,103,,,
81148,0.05,1,153,23,0.73,103,,,
81149,0.05,1,153,28,0.73,103,,,
81150,0.05,1,153,34,0.73,103,,,
81151,0.05,1,153,39,0.73,103,,,
81153,0.05,1,153,2,0.56,103,,,
81154,0.05,1,153,7,0.56,103,,,
81155,0.05,1,153,12,0.56,103,,,
81162,0.05,1,153,2,0.59,103,,,
81163,0.05,1,153,7,0.59,103,,,
81164,0.05,1,153,12,0.59,103,,,
81165,0.05,1,153,18,0.59,103,,,
81180,0.05,2,153,2,0.37,103,,,
81181,0.05,2,153,7,0.37,103,,,
81182,0.05,2,153,12,0.37,103,,,
81191,0.05,2,153,12,0.66,103,,,
81192,0.05,2,153,18,0.66,103,,,
81193,0.05,2,153,23,0.66,103,,,
81194,0.05,2,153,28,0.66,103,,,
81195,0.05,2,153,34,0.66,103,,,
81196,0.05,2,153,39,0.66,103,,,
81197,0.05,2,153,45,0.66,103,,,
81198,0.05,2,153,2,0.44,103,,,
81199,0.05,2,153,7,0.44,103,,,
81200,0.05,2,153,12,0.44,103,,,
81201,0.05,2,153,18,0.44,103,,,
81202,0.05,2,153,23,0.44,103,,,
81219,0.05,2,153,18,0.7,103,,,
81220,0.05,2,153,23,0.7,103,,,
81221,0.05,2,153,28,0.7,103,,,
81222,0.05,2,153,34,0.7,103,,,
81223,0.05,2,153,39,0.7,103,,,
81224,0.05,2,153,45,0.7,103,,,
81227,0.05,2,153,12,0.68,103,,,
81228,0.05,2,153,18,0.68,103,,,
81229,0.05,2,153,23,0.68,103,,,
81230,0.05,2,153,28,0.68,103,,,
81231,0.05,2,153,34,0.68,103,,,
81232,0.05,2,153,39,0.68,103,,,
81233,0.05,2,153,45,0.68,103,,,
81234,0.05,2,153,2,0.65,103,,,
81235,0.05,2,153,7,0.65,103,,,
81236,0.05,2,153,12,0.65,103,,,
81237,0.05,2,153,18,0.65,103,,,
81238,0.05,2,153,23,0.65,103,,,
81239,0.05,2,153,28,0.65,103,,,
81240,0.05,2,153,34,0.65,103,,,
81241,0.05,2,153,39,0.65,103,,,
81253,0.05,2,153,7,0.68,103,,,
81254,0.05,2,153,12,0.68,103,,,
81255,0.05,2,153,18,0.68,103,,,
81256,0.05,2,153,23,0.68,103,,,
81257,0.05,2,153,28,0.68,103,,,
81258,0.05,2,153,34,0.68,103,,,
81259,0.05,2,153,39,0.68,103,,,
81260,0.05,2,153,45,0.68,103,,,
81261,0.05,2,153,2,0.42,103,,,
81262,0.05,2,153,7,0.42,103,,,
81263,0.05,2,153,12,0.42,103,,,
81264,0.05,2,153,18,0.42,103,,,
81265,0.05,2,153,23,0.42,103,,,
81266,0.05,2,153,28,0.42,103,,,
81278,0.05,2,153,45,0.71,103,,,
81280,0.05,2,153,7,0.61,103,,,
81281,0.05,2,153,12,0.61,103,,,
81282,0.05,2,153,18,0.61,103,,,
81283,0.05,2,153,23,0.61,103,,,
81284,0.05,2,153,28,0.61,103,,,
81285,0.05,2,153,34,0.61,103,,,
81286,0.05,2,153,39,0.61,103,,,
81287,0.05,2,153,45,0.61,103,,,
81314,0.05,2,153,45,0.73,103,,,
81321,0.05,2,153,34,0.72,103,,,
81322,0.05,2,153,39,0.72,103,,,
81323,0.05,2,153,45,0.72,103,,,
81327,0.05,2,153,18,0.73,103,,,
81328,0.05,2,153,23,0.73,103,,,
81329,0.05,2,153,28,0.73,103,,,
81330,0.05,2,153,34,0.73,103,,,
81331,0.05,2,153,39,0.73,103,,,
81332,0.05,2,153,45,0.73,103,,,
81333,0.05,2,153,2,0.56,103,,,
81334,0.05,2,153,7,0.56,103,,,
81335,0.05,2,153,12,0.56,103,,,
81336,0.05,2,153,18,0.56,103,,,
81337,0.05,2,153,23,0.56,103,,,
81338,0.05,2,153,28,0.56,103,,,
81339,0.05,2,153,34,0.56,103,,,
81342,0.05,2,153,2,0.59,103,,,
81343,0.05,2,153,7,0.59,103,,,
81344,0.05,2,153,12,0.59,103,,,
81345,0.05,2,153,18,0.59,103,,,
81346,0.05,2,153,23,0.59,103,,,
81347,0.05,2,153,28,0.59,103,,,
81348,0.05,2,153,34,0.59,103,,,
81360,0.05,3,153,2,0.37,103,,,
81361,0.05,3,153,7,0.37,103,,,
81362,0.05,3,153,12,0.37,103,,,
81363,0.05,3,153,18,0.37,103,,,
81364,0.05,3,153,23,0.37,103,,,
81365,0.05,3,153,28,0.37,103,,,
81366,0.05,3,153,34,0.37,103,,,
81367,0.05,3,153,39,0.37,103,,,
81368,0.05,3,153,45,0.37,103,,,
81375,0.05,3,153,34,0.66,103,,,
81376,0.05,3,153,39,0.66,103,,,
81377,0.05,3,153,45,0.66,103,,,
81378,0.05,3,153,2,0.44,103,,,
81379,0.05,3,153,7,0.44,103,,,
81380,0.05,3,153,12,0.44,103,,,
81381,0.05,3,153,18,0.44,103,,,
81382,0.05,3,153,23,0.44,103,,,
81383,0.05,3,153,28,0.44,103,,,
81384,0.05,3,153,34,0.44,103,,,
81385,0.05,3,153,39,0.44,103,,,
81386,0.05,3,153,45,0.44,103,,,
81387,0.05,3,153,2,0.2,103,,,
81388,0.05,3,153,7,0.2,103,,,
81389,0.05,3,153,12,0.2,103,,,
81390,0.05,3,153,18,0.2,103,,,
81391,0.05,3,153,23,0.2,103,,,
81392,0.05,3,153,28,0.2,103,,,
81403,0.05,3,153,39,0.7,103,,,
81404,0.05,3,153,45,0.7,103,,,
81411,0.05,3,153,34,0.68,103,,,
81412,0.05,3,153,39,0.68,103,,,
81413,0.05,3,153,45,0.68,103,,,
81418,0.05,3,153,23,0.65,103,,,
81419,0.05,3,153,28,0.65,103,,,
81420,0.05,3,153,34,0.65,103,,,
81421,0.05,3,153,39,0.65,103,,,
81422,0.05,3,153,45,0.65,103,,,
81423,0.05,3,153,2,0.26,103,,,
81424,0.05,3,153,7,0.26,103,,,
81425,0.05,3,153,12,0.26,103,,,
81426,0.05,3,153,18,0.26,103,,,
81427,0.05,3,153,23,0.26,103,,,
81428,0.05,3,153,28,0.26,103,,,
81429,0.05,3,153,34,0.26,103,,,
81430,0.05,3,153,39,0.26,103,,,
81431,0.05,3,153,45,0.26,103,,,
81437,0.05,3,153,28,0.68,103,,,
81438,0.05,3,153,34,0.68,103,,,
81439,0.05,3,153,39,0.68,103,,,
81440,0.05,3,153,45,0.68,103,,,
81441,0.05,3,153,2,0.42,103,,,
81442,0.05,3,153,7,0.42,103,,,
81443,0.05,3,153,12,0.42,103,,,
81444,0.05,3,153,18,0.42,103,,,
81445,0.05,3,153,23,0.42,103,,,
81446,0.05,3,153,28,0.42,103,,,
81447,0.05,3,153,34,0.42,103,,,
81448,0.05,3,153,39,0.42,103,,,
81449,0.05,3,153,45,0.42,103,,,
81464,0.05,3,153,28,0.61,103,,,
81465,0.05,3,153,34,0.61,103,,,
81466,0.05,3,153,39,0.61,103,,,
81467,0.05,3,153,45,0.61,103,,,
81477,0.05,3,153,2,0.24,103,,,
81478,0.05,3,153,7,0.24,103,,,
81479,0.05,3,153,12,0.24,103,,,
81480,0.05,3,153,18,0.24,103,,,
81481,0.05,3,153,23,0.24,103,,,
81482,0.05,3,153,28,0.24,103,,,
81483,0.05,3,153,34,0.24,103,,,
81484,0.05,3,153,39,0.24,103,,,
81510,0.05,3,153,34,0.73,103,,,
81511,0.05,3,153,39,0.73,103,,,
81512,0.05,3,153,45,0.73,103,,,
81515,0.05,3,153,12,0.56,103,,,
81516,0.05,3,153,18,0.56,103,,,
81517,0.05,3,153,23,0.56,103,,,
81518,0.05,3,153,28,0.56,103,,,
81519,0.05,3,153,34,0.56,103,,,
81520,0.05,3,153,39,0.56,103,,,
81521,0.05,3,153,45,0.56,103,,,
81525,0.05,3,153,18,0.59,103,,,
81526,0.05,3,153,23,0.59,103,,,
81527,0.05,3,153,28,0.59,103,,,
81528,0.05,3,153,34,0.59,103,,,
81529,0.05,3,153,39,0.59,103,,,
81530,0.05,3,153,45,0.59,103,,,
81531,0.05,3,153,2,0.26,103,,,
81532,0.05,3,153,7,0.26,103,,,
81533,0.05,3,153,12,0.26,103,,,
81534,0.05,3,153,18,0.26,103,,,
81535,0.05,3,153,23,0.26,103,,,
81536,0.05,3,153,28,0.26,103,,,
81537,0.05,3,153,34,0.26,103,,,
81538,0.05,3,153,39,0.26,103,,,
81543,0.05,4,153,18,0.37,103,,,
81544,0.05,4,153,23,0.37,103,,,
81545,0.05,4,153,28,0.37,103,,,
81546,0.05,4,153,34,0.37,103,,,
81547,0.05,4,153,39,0.37,103,,,
81548,0.05,4,153,45,0.37,103,,,
81563,0.05,4,153,28,0.44,103,,,
81564,0.05,4,153,34,0.44,103,,,
81565,0.05,4,153,39,0.44,103,,,
81566,0.05,4,153,45,0.44,103,,,
81567,0.05,4,153,2,0.2,103,,,
81568,0.05,4,153,7,0.2,103,,,
81569,0.05,4,153,12,0.2,103,,,
81570,0.05,4,153,18,0.2,103,,,
81571,0.05,4,153,23,0.2,103,,,
81572,0.05,4,153,28,0.2,103,,,
81573,0.05,4,153,34,0.2,103,,,
81574,0.05,4,153,39,0.2,103,,,
81575,0.05,4,153,45,0.2,103,,,
81602,0.05,4,153,45,0.65,103,,,
81603,0.05,4,153,2,0.26,103,,,
81604,0.05,4,153,7,0.26,103,,,
81605,0.05,4,153,12,0.26,103,,,
81606,0.05,4,153,18,0.26,103,,,
81607,0.05,4,153,23,0.26,103,,,
81608,0.05,4,153,28,0.26,103,,,
81609,0.05,4,153,34,0.26,103,,,
81610,0.05,4,153,39,0.26,103,,,
81611,0.05,4,153,45,0.26,103,,,
81627,0.05,4,153,34,0.42,103,,,
81628,0.05,4,153,39,0.42,103,,,
81629,0.05,4,153,45,0.42,103,,,
81657,0.05,4,153,2,0.24,103,,,
81658,0.05,4,153,7,0.24,103,,,
81659,0.05,4,153,12,0.24,103,,,
81660,0.05,4,153,18,0.24,103,,,
81661,0.05,4,153,23,0.24,103,,,
81662,0.05,4,153,28,0.24,103,,,
81663,0.05,4,153,34,0.24,103,,,
81664,0.05,4,153,39,0.24,103,,,
81665,0.05,4,153,45,0.24,103,,,
81699,0.05,4,153,34,0.56,103,,,
81700,0.05,4,153,39,0.56,103,,,
81701,0.05,4,153,45,0.56,103,,,
81709,0.05,4,153,39,0.59,103,,,
81710,0.05,4,153,45,0.59,103,,,
81711,0.05,4,153,2,0.26,103,,,
81712,0.05,4,153,7,0.26,103,,,
81713,0.05,4,153,12,0.26,103,,,
81714,0.05,4,153,18,0.26,103,,,
81715,0.05,4,153,23,0.26,103,,,
81716,0.05,4,153,28,0.26,103,,,
81717,0.05,4,153,34,0.26,103,,,
81718,0.05,4,153,39,0.26,103,,,
81719,0.05,4,153,45,0.26,103,,,
81904,0.14,1,153,23,0.37,103,,,
81905,0.14,1,153,28,0.37,103,,,
81906,0.14,1,153,34,0.37,103,,,
81907,0.14,1,153,39,0.37,103,,,
81908,0.14,1,153,45,0.37,103,,,
81924,0.14,1,153,34,0.44,103,,,
81925,0.14,1,153,39,0.44,103,,,
81926,0.14,1,153,45,0.44,103,,,
81927,0.14,1,153,2,0.2,103,,,
81928,0.14,1,153,7,0.2,103,,,
81929,0.14,1,153,12,0.2,103,,,
81930,0.14,1,153,18,0.2,103,,,
81931,0.14,1,153,23,0.2,103,,,
81932,0.14,1,153,28,0.2,103,,,
81963,0.14,1,153,2,0.26,103,,,
81964,0.14,1,153,7,0.26,103,,,
81965,0.14,1,153,12,0.26,103,,,
81966,0.14,1,153,18,0.26,103,,,
81967,0.14,1,153,23,0.26,103,,,
81968,0.14,1,153,28,0.26,103,,,
81969,0.14,1,153,34,0.26,103,,,
81970,0.14,1,153,39,0.26,103,,,
81989,0.14,1,153,45,0.42,103,,,
82017,0.14,1,153,2,0.24,103,,,
82018,0.14,1,153,7,0.24,103,,,
82019,0.14,1,153,12,0.24,103,,,
82020,0.14,1,153,18,0.24,103,,,
82021,0.14,1,153,23,0.24,103,,,
82022,0.14,1,153,28,0.24,103,,,
82023,0.14,1,153,34,0.24,103,,,
82024,0.14,1,153,39,0.24,103,,,
82061,0.14,1,153,45,0.56,103,,,
82070,0.14,1,153,45,0.59,103,,,
82071,0.14,1,153,2,0.26,103,,,
82072,0.14,1,153,7,0.26,103,,,
82073,0.14,1,153,12,0.26,103,,,
82074,0.14,1,153,18,0.26,103,,,
82075,0.14,1,153,23,0.26,103,,,
82076,0.14,1,153,28,0.26,103,,,
82077,0.14,1,153,34,0.26,103,,,
82078,0.14,1,153,39,0.26,103,,,
82086,0.14,2,153,34,0.37,103,,,
82087,0.14,2,153,39,0.37,103,,,
82088,0.14,2,153,45,0.37,103,,,
82106,0.14,2,153,45,0.44,103,,,
82107,0.14,2,153,2,0.2,103,,,
82108,0.14,2,153,7,0.2,103,,,
82109,0.14,2,153,12,0.2,103,,,
82110,0.14,2,153,18,0.2,103,,,
82111,0.14,2,153,23,0.2,103,,,
82112,0.14,2,153,28,0.2,103,,,
82113,0.14,2,153,34,0.2,103,,,
82114,0.14,2,153,39,0.2,103,,,
82115,0.14,2,153,45,0.2,103,,,
82146,0.14,2,153,18,0.26,103,,,
82147,0.14,2,153,23,0.26,103,,,
82148,0.14,2,153,28,0.26,103,,,
82149,0.14,2,153,34,0.26,103,,,
82150,0.14,2,153,39,0.26,103,,,
82151,0.14,2,153,45,0.26,103,,,
82200,0.14,2,153,18,0.24,103,,,
82201,0.14,2,153,23,0.24,103,,,
82202,0.14,2,153,28,0.24,103,,,
82203,0.14,2,153,34,0.24,103,,,
82204,0.14,2,153,39,0.24,103,,,
82205,0.14,2,153,45,0.24,103,,,
82254,0.14,2,153,18,0.26,103,,,
82255,0.14,2,153,23,0.26,103,,,
82256,0.14,2,153,28,0.26,103,,,
82257,0.14,2,153,34,0.26,103,,,
82258,0.14,2,153,39,0.26,103,,,
82259,0.14,2,153,45,0.26,103,,,
82291,0.14,3,153,23,0.2,103,,,
82292,0.14,3,153,28,0.2,103,,,
82293,0.14,3,153,34,0.2,103,,,
82294,0.14,3,153,39,0.2,103,,,
82295,0.14,3,153,45,0.2,103,,,
82330,0.14,3,153,39,0.26,103,,,
82331,0.14,3,153,45,0.26,103,,,
82383,0.14,3,153,34,0.24,103,,,
82384,0.14,3,153,39,0.24,103,,,
82385,0.14,3,153,45,0.24,103,,,
82437,0.14,3,153,34,0.26,103,,,
82438,0.14,3,153,39,0.26,103,,,
82439,0.14,3,153,45,0.26,103,,,
82831,0.24,1,153,23,0.2,103,,,
82832,0.24,1,153,28,0.2,103,,,
82833,0.24,1,153,34,0.2,103,,,
82834,0.24,1,153,39,0.2,103,,,
82835,0.24,1,153,45,0.2,103,,,
82871,0.24,1,153,45,0.26,103,,,
82923,0.24,1,153,34,0.24,103,,,
82924,0.24,1,153,39,0.24,103,,,
82925,0.24,1,153,45,0.24,103,,,
82977,0.24,1,153,34,0.26,103,,,
82978,0.24,1,153,39,0.26,103,,,
82979,0.24,1,153,45,0.26,103,,,
83013,0.24,2,153,34,0.2,103,,,
83014,0.24,2,153,39,0.2,103,,,
83015,0.24,2,153,45,0.2,103,,,
83105,0.24,2,153,45,0.24,103,,,
83159,0.24,2,153,45,0.26,103,,,
83735,0.33,1,153,45,0.2,103,,,
90009,0.05,1,170,2,0.66,103,,,
90010,0.05,1,170,7,0.66,103,,,
90011,0.05,1,170,12,0.66,103,,,
90012,0.05,1,170,18,0.66,103,,,
90013,0.05,1,170,23,0.66,103,,,
90014,0.05,1,170,28,0.66,103,,,
90015,0.05,1,170,34,0.66,103,,,
90036,0.05,1,170,2,0.7,103,,,
90037,0.05,1,170,7,0.7,103,,,
90038,0.05,1,170,12,0.7,103,,,
90039,0.05,1,170,18,0.7,103,,,
90040,0.05,1,170,23,0.7,103,,,
