WWR,AR,ORIN,OVERHANG,SHGC,ENERGY,,,
0.8055555556,8,100,45,0.72,130,,,
0.8055555556,9,100,2,0.82,184,,,
0.8055555556,9,100,6,0.82,178,,,
0.8055555556,9,100,11,0.82,171,,,
0.8055555556,9,100,16,0.82,165,,,
0.8055555556,9,100,21,0.82,159,,,
0.8055555556,9,100,25,0.82,154,,,
0.8055555556,9,100,30,0.82,149,,,
0.8055555556,9,100,35,0.82,144,,,
0.8055555556,9,100,40,0.82,139,,,
0.8055555556,9,100,45,0.82,134,,,
0.8055555556,9,100,2,0.81,183,,,
0.8055555556,9,100,6,0.81,177,,,
0.8055555556,9,100,11,0.81,171,,,
0.8055555556,9,100,16,0.81,164,,,
0.8055555556,9,100,21,0.81,159,,,
0.8055555556,9,100,25,0.81,154,,,
0.8055555556,9,100,30,0.81,149,,,
0.8055555556,9,100,35,0.81,144,,,
0.8055555556,9,100,40,0.81,140,,,
0.8055555556,9,100,45,0.81,135,,,
0.8055555556,9,100,2,0.2,110,,,
0.8055555556,9,100,6,0.2,108,,,
0.8055555556,9,100,11,0.2,107,,,
0.8055555556,9,100,16,0.2,105,,,
0.8055555556,9,100,21,0.2,104,,,
0.8055555556,9,100,25,0.2,103,,,
0.8055555556,9,100,30,0.2,101,,,
0.8055555556,9,100,35,0.2,100,,,
0.8055555556,9,100,40,0.2,99,,,
0.8055555556,9,100,45,0.2,98,,,
0.8055555556,9,100,2,0.26,117,,,
0.8055555556,9,100,6,0.26,115,,,
0.8055555556,9,100,11,0.26,113,,,
0.8055555556,9,100,16,0.26,111,,,
0.8055555556,9,100,21,0.26,109,,,
0.8055555556,9,100,25,0.26,108,,,
0.8055555556,9,100,30,0.26,106,,,
0.8055555556,9,100,35,0.26,104,,,
0.8055555556,9,100,40,0.26,103,,,
0.8055555556,9,100,45,0.26,101,,,
0.8055555556,9,100,2,0.7,167,,,
0.8055555556,9,100,6,0.7,163,,,
0.8055555556,9,100,11,0.7,157,,,
0.8055555556,9,100,16,0.7,152,,,
0.8055555556,9,100,21,0.7,147,,,
0.8055555556,9,100,25,0.7,143,,,
0.8055555556,9,100,30,0.7,139,,,
0.8055555556,9,100,35,0.7,134,,,
0.8055555556,9,100,40,0.7,130,,,
0.8055555556,9,100,45,0.7,126,,,
0.8055555556,9,100,2,0.57,149,,,
0.8055555556,9,100,6,0.57,146,,,
0.8055555556,9,100,11,0.57,142,,,
0.8055555556,9,100,16,0.57,138,,,
0.8055555556,9,100,21,0.57,134,,,
0.8055555556,9,100,25,0.57,131,,,
0.8055555556,9,100,30,0.57,128,,,
0.8055555556,9,100,35,0.57,124,,,
0.8055555556,9,100,40,0.57,121,,,
0.8055555556,9,100,45,0.57,117,,,
0.8055555556,9,100,2,0.57,149,,,
0.8055555556,9,100,6,0.57,146,,,
0.8055555556,9,100,11,0.57,142,,,
0.8055555556,9,100,16,0.57,138,,,
0.8055555556,9,100,21,0.57,134,,,
0.8055555556,9,100,25,0.57,131,,,
0.8055555556,9,100,30,0.57,128,,,
0.8055555556,9,100,35,0.57,124,,,
0.8055555556,9,100,40,0.57,121,,,
0.8055555556,9,100,45,0.57,117,,,
0.8055555556,9,100,2,0.44,135,,,
0.8055555556,9,100,6,0.44,132,,,
0.8055555556,9,100,11,0.44,129,,,
0.8055555556,9,100,16,0.44,126,,,
0.8055555556,9,100,21,0.44,123,,,
0.8055555556,9,100,25,0.44,121,,,
0.8055555556,9,100,30,0.44,118,,,
0.8055555556,9,100,35,0.44,115,,,
0.8055555556,9,100,40,0.44,113,,,
0.8055555556,9,100,45,0.44,110,,,
0.8055555556,9,100,2,0.24,115,,,
0.8055555556,9,100,6,0.24,113,,,
0.8055555556,9,100,11,0.24,112,,,
0.8055555556,9,100,16,0.24,110,,,
0.8055555556,9,100,21,0.24,108,,,
0.8055555556,9,100,25,0.24,107,,,
0.8055555556,9,100,30,0.24,105,,,
0.8055555556,9,100,35,0.24,103,,,
0.8055555556,9,100,40,0.24,102,,,
0.8055555556,9,100,45,0.24,100,,,
0.8055555556,9,100,2,0.72,175,,,
0.8055555556,9,100,6,0.72,170,,,
0.8055555556,9,100,11,0.72,164,,,
0.8055555556,9,100,16,0.72,158,,,
0.8055555556,9,100,21,0.72,153,,,
0.8055555556,9,100,25,0.72,149,,,
0.8055555556,9,100,30,0.72,144,,,
0.8055555556,9,100,35,0.72,140,,,
0.8055555556,9,100,40,0.72,136,,,
0.8055555556,9,100,45,0.72,132,,,
0.8055555556,10,100,2,0.82,188,,,
0.8055555556,10,100,6,0.82,182,,,
0.8055555556,10,100,11,0.82,175,,,
0.8055555556,10,100,16,0.82,168,,,
0.8055555556,10,100,21,0.82,162,,,
0.8055555556,10,100,25,0.82,157,,,
0.8055555556,10,100,30,0.82,151,,,
0.8055555556,10,100,35,0.82,146,,,
0.8055555556,10,100,40,0.82,141,,,
0.8055555556,10,100,45,0.82,136,,,
0.8055555556,10,100,2,0.81,187,,,
0.8055555556,10,100,6,0.81,181,,,
0.8055555556,10,100,11,0.81,174,,,
0.8055555556,10,100,16,0.81,168,,,
0.8055555556,10,100,21,0.81,162,,,
0.8055555556,10,100,25,0.81,157,,,
0.8055555556,10,100,30,0.81,152,,,
0.8055555556,10,100,35,0.81,147,,,
0.8055555556,10,100,40,0.81,142,,,
0.8055555556,10,100,45,0.81,138,,,
0.8055555556,10,100,2,0.2,111,,,
0.8055555556,10,100,6,0.2,109,,,
0.8055555556,10,100,11,0.2,108,,,
0.8055555556,10,100,16,0.2,106,,,
0.8055555556,10,100,21,0.2,105,,,
0.8055555556,10,100,25,0.2,103,,,
0.8055555556,10,100,30,0.2,102,,,
0.8055555556,10,100,35,0.2,100,,,
0.8055555556,10,100,40,0.2,99,,,
0.8055555556,10,100,45,0.2,98,,,
0.8055555556,10,100,2,0.26,118,,,
0.8055555556,10,100,6,0.26,116,,,
0.8055555556,10,100,11,0.26,114,,,
0.8055555556,10,100,16,0.26,112,,,
0.8055555556,10,100,21,0.26,110,,,
0.8055555556,10,100,25,0.26,109,,,
0.8055555556,10,100,30,0.26,107,,,
0.8055555556,10,100,35,0.26,105,,,
0.8055555556,10,100,40,0.26,103,,,
0.8055555556,10,100,45,0.26,101,,,
0.8055555556,10,100,2,0.7,170,,,
0.8055555556,10,100,6,0.7,166,,,
0.8055555556,10,100,11,0.7,160,,,
0.8055555556,10,100,16,0.7,155,,,
0.8055555556,10,100,21,0.7,150,,,
0.8055555556,10,100,25,0.7,146,,,
0.8055555556,10,100,30,0.7,141,,,
0.8055555556,10,100,35,0.7,136,,,
0.8055555556,10,100,40,0.7,132,,,
0.8055555556,10,100,45,0.7,128,,,
0.8055555556,10,100,2,0.57,152,,,
0.8055555556,10,100,6,0.57,148,,,
0.8055555556,10,100,11,0.57,144,,,
0.8055555556,10,100,16,0.57,140,,,
0.8055555556,10,100,21,0.57,136,,,
0.8055555556,10,100,25,0.57,133,,,
0.8055555556,10,100,30,0.57,129,,,
0.8055555556,10,100,35,0.57,126,,,
0.8055555556,10,100,40,0.57,122,,,
0.8055555556,10,100,45,0.57,119,,,
0.8055555556,10,100,2,0.57,152,,,
0.8055555556,10,100,6,0.57,148,,,
0.8055555556,10,100,11,0.57,144,,,
0.8055555556,10,100,16,0.57,140,,,
0.8055555556,10,100,21,0.57,136,,,
0.8055555556,10,100,25,0.57,133,,,
0.8055555556,10,100,30,0.57,129,,,
0.8055555556,10,100,35,0.57,126,,,
0.8055555556,10,100,40,0.57,122,,,
0.8055555556,10,100,45,0.57,119,,,
0.8055555556,10,100,2,0.44,137,,,
0.8055555556,10,100,6,0.44,134,,,
0.8055555556,10,100,11,0.44,131,,,
0.8055555556,10,100,16,0.44,128,,,
0.8055555556,10,100,21,0.44,125,,,
0.8055555556,10,100,25,0.44,122,,,
0.8055555556,10,100,30,0.44,120,,,
0.8055555556,10,100,35,0.44,117,,,
0.8055555556,10,100,40,0.44,114,,,
0.8055555556,10,100,45,0.44,111,,,
0.8055555556,10,100,2,0.24,116,,,
0.8055555556,10,100,6,0.24,114,,,
0.8055555556,10,100,11,0.24,112,,,
0.8055555556,10,100,16,0.24,110,,,
0.8055555556,10,100,21,0.24,109,,,
0.8055555556,10,100,25,0.24,107,,,
0.8055555556,10,100,30,0.24,106,,,
0.8055555556,10,100,35,0.24,104,,,
0.8055555556,10,100,40,0.24,102,,,
0.8055555556,10,100,45,0.24,100,,,
0.8055555556,10,100,2,0.72,179,,,
0.8055555556,10,100,6,0.72,174,,,
0.8055555556,10,100,11,0.72,167,,,
0.8055555556,10,100,16,0.72,161,,,
0.8055555556,10,100,21,0.72,156,,,
0.8055555556,10,100,25,0.72,152,,,
0.8055555556,10,100,30,0.72,147,,,
0.8055555556,10,100,35,0.72,142,,,
0.8055555556,10,100,40,0.72,138,,,
0.8055555556,10,100,45,0.72,134,,,
0.9,1,100,2,0.82,145,,,
0.9,1,100,6,0.82,141,,,
0.9,1,100,11,0.82,137,,,
0.9,1,100,16,0.82,133,,,
0.9,1,100,21,0.82,130,,,
0.9,1,100,25,0.82,127,,,
0.9,1,100,30,0.82,124,,,
0.9,1,100,35,0.82,121,,,
0.9,1,100,40,0.82,118,,,
0.9,1,100,45,0.82,116,,,
0.9,1,100,2,0.81,144,,,
0.9,1,100,6,0.81,141,,,
0.9,1,100,11,0.81,137,,,
0.9,1,100,16,0.81,133,,,
0.9,1,100,21,0.81,130,,,
0.9,1,100,25,0.81,127,,,
0.9,1,100,30,0.81,124,,,
0.9,1,100,35,0.81,122,,,
0.9,1,100,40,0.81,119,,,
0.9,1,100,45,0.81,117,,,
0.9,1,100,2,0.2,102,,,
0.9,1,100,6,0.2,101,,,
0.9,1,100,11,0.2,100,,,
0.9,1,100,16,0.2,99,,,
0.9,1,100,21,0.2,99,,,
0.9,1,100,25,0.2,98,,,
0.9,1,100,30,0.2,97,,,
0.9,1,100,35,0.2,97,,,
0.9,1,100,40,0.2,96,,,
0.9,1,100,45,0.2,96,,,
0.9,1,100,2,0.26,106,,,
0.9,1,100,6,0.26,105,,,
0.9,1,100,11,0.26,104,,,
0.9,1,100,16,0.26,103,,,
0.9,1,100,21,0.26,102,,,
0.9,1,100,25,0.26,101,,,
0.9,1,100,30,0.26,100,,,
0.9,1,100,35,0.26,99,,,
0.9,1,100,40,0.26,98,,,
0.9,1,100,45,0.26,97,,,
0.9,1,100,2,0.7,134,,,
0.9,1,100,6,0.7,132,,,
0.9,1,100,11,0.7,128,,,
0.9,1,100,16,0.7,126,,,
0.9,1,100,21,0.7,123,,,
0.9,1,100,25,0.7,121,,,
0.9,1,100,30,0.7,118,,,
0.9,1,100,35,0.7,116,,,
0.9,1,100,40,0.7,114,,,
0.9,1,100,45,0.7,112,,,
0.9,1,100,2,0.57,124,,,
0.9,1,100,6,0.57,122,,,
0.9,1,100,11,0.57,120,,,
0.9,1,100,16,0.57,117,,,
0.9,1,100,21,0.57,115,,,
0.9,1,100,25,0.57,114,,,
0.9,1,100,30,0.57,112,,,
0.9,1,100,35,0.57,110,,,
0.9,1,100,40,0.57,108,,,
0.9,1,100,45,0.57,107,,,
0.9,1,100,2,0.57,124,,,
0.9,1,100,6,0.57,122,,,
0.9,1,100,11,0.57,120,,,
0.9,1,100,16,0.57,117,,,
0.9,1,100,21,0.57,115,,,
0.9,1,100,25,0.57,114,,,
0.9,1,100,30,0.57,112,,,
0.9,1,100,35,0.57,110,,,
0.9,1,100,40,0.57,108,,,
0.9,1,100,45,0.57,107,,,
0.9,1,100,2,0.44,116,,,
0.9,1,100,6,0.44,114,,,
0.9,1,100,11,0.44,112,,,
0.9,1,100,16,0.44,111,,,
0.9,1,100,21,0.44,109,,,
0.9,1,100,25,0.44,108,,,
0.9,1,100,30,0.44,106,,,
0.9,1,100,35,0.44,105,,,
0.9,1,100,40,0.44,104,,,
0.9,1,100,45,0.44,102,,,
0.9,1,100,2,0.24,105,,,
0.9,1,100,6,0.24,104,,,
0.9,1,100,11,0.24,103,,,
0.9,1,100,16,0.24,102,,,
0.9,1,100,21,0.24,101,,,
0.9,1,100,25,0.24,100,,,
0.9,1,100,30,0.24,99,,,
0.9,1,100,35,0.24,98,,,
0.9,1,100,40,0.24,98,,,
0.9,1,100,45,0.24,97,,,
0.9,1,100,2,0.72,140,,,
0.9,1,100,6,0.72,136,,,
0.9,1,100,11,0.72,133,,,
0.9,1,100,16,0.72,130,,,
0.9,1,100,21,0.72,127,,,
0.9,1,100,25,0.72,124,,,
0.9,1,100,30,0.72,122,,,
0.9,1,100,35,0.72,119,,,
0.9,1,100,40,0.72,117,,,
0.9,1,100,45,0.72,115,,,
0.9,2,100,2,0.82,152,,,
0.9,2,100,6,0.82,148,,,
0.9,2,100,11,0.82,143,,,
0.9,2,100,16,0.82,139,,,
0.9,2,100,21,0.82,135,,,
0.9,2,100,25,0.82,132,,,
0.9,2,100,30,0.82,129,,,
0.9,2,100,35,0.82,125,,,
0.9,2,100,40,0.82,122,,,
0.9,2,100,45,0.82,120,,,
0.9,2,100,2,0.81,151,,,
0.9,2,100,6,0.81,147,,,
0.9,2,100,11,0.81,142,,,
0.9,2,100,16,0.81,138,,,
0.9,2,100,21,0.81,135,,,
0.9,2,100,25,0.81,132,,,
0.9,2,100,30,0.81,129,,,
0.9,2,100,35,0.81,126,,,
0.9,2,100,40,0.81,123,,,
0.9,2,100,45,0.81,121,,,
0.9,2,100,2,0.2,104,,,
0.9,2,100,6,0.2,103,,,
0.9,2,100,11,0.2,102,,,
0.9,2,100,16,0.2,101,,,
0.9,2,100,21,0.2,100,,,
0.9,2,100,25,0.2,99,,,
0.9,2,100,30,0.2,98,,,
0.9,2,100,35,0.2,98,,,
0.9,2,100,40,0.2,97,,,
0.9,2,100,45,0.2,96,,,
0.9,2,100,2,0.26,108,,,
0.9,2,100,6,0.26,107,,,
0.9,2,100,11,0.26,106,,,
0.9,2,100,16,0.26,105,,,
0.9,2,100,21,0.26,103,,,
0.9,2,100,25,0.26,103,,,
0.9,2,100,30,0.26,101,,,
0.9,2,100,35,0.26,100,,,
0.9,2,100,40,0.26,99,,,
0.9,2,100,45,0.26,98,,,
0.9,2,100,2,0.7,140,,,
0.9,2,100,6,0.7,137,,,
0.9,2,100,11,0.7,134,,,
0.9,2,100,16,0.7,130,,,
0.9,2,100,21,0.7,127,,,
0.9,2,100,25,0.7,125,,,
0.9,2,100,30,0.7,122,,,
0.9,2,100,35,0.7,119,,,
0.9,2,100,40,0.7,117,,,
0.9,2,100,45,0.7,115,,,
0.9,2,100,2,0.57,129,,,
0.9,2,100,6,0.57,127,,,
0.9,2,100,11,0.57,124,,,
0.9,2,100,16,0.57,121,,,
0.9,2,100,21,0.57,119,,,
0.9,2,100,25,0.57,117,,,
0.9,2,100,30,0.57,115,,,
0.9,2,100,35,0.57,113,,,
0.9,2,100,40,0.57,111,,,
0.9,2,100,45,0.57,109,,,
0.9,2,100,2,0.57,129,,,
0.9,2,100,6,0.57,127,,,
0.9,2,100,11,0.57,124,,,
0.9,2,100,16,0.57,121,,,
0.9,2,100,21,0.57,119,,,
0.9,2,100,25,0.57,117,,,
0.9,2,100,30,0.57,115,,,
0.9,2,100,35,0.57,113,,,
0.9,2,100,40,0.57,111,,,
0.9,2,100,45,0.57,109,,,
0.9,2,100,2,0.44,119,,,
0.9,2,100,6,0.44,118,,,
0.9,2,100,11,0.44,116,,,
0.9,2,100,16,0.44,114,,,
0.9,2,100,21,0.44,112,,,
0.9,2,100,25,0.44,111,,,
0.9,2,100,30,0.44,109,,,
0.9,2,100,35,0.44,107,,,
0.9,2,100,40,0.44,106,,,
0.9,2,100,45,0.44,104,,,
0.9,2,100,2,0.24,107,,,
0.9,2,100,6,0.24,106,,,
0.9,2,100,11,0.24,105,,,
0.9,2,100,16,0.24,104,,,
0.9,2,100,21,0.24,102,,,
0.9,2,100,25,0.24,102,,,
0.9,2,100,30,0.24,101,,,
0.9,2,100,35,0.24,100,,,
0.9,2,100,40,0.24,99,,,
0.9,2,100,45,0.24,98,,,
0.9,2,100,2,0.72,146,,,
0.9,2,100,6,0.72,142,,,
0.9,2,100,11,0.72,138,,,
0.9,2,100,16,0.72,135,,,
0.9,2,100,21,0.72,131,,,
0.9,2,100,25,0.72,129,,,
0.9,2,100,30,0.72,126,,,
0.9,2,100,35,0.72,123,,,
0.9,2,100,40,0.72,121,,,
0.9,2,100,45,0.72,118,,,
0.9,3,100,2,0.82,159,,,
0.9,3,100,6,0.82,155,,,
0.9,3,100,11,0.82,150,,,
0.9,3,100,16,0.82,145,,,
0.9,3,100,21,0.82,140,,,
0.9,3,100,25,0.82,137,,,
0.9,3,100,30,0.82,133,,,
0.9,3,100,35,0.82,130,,,
0.9,3,100,40,0.82,126,,,
0.9,3,100,45,0.82,123,,,
0.9,3,100,2,0.81,158,,,
0.9,3,100,6,0.81,153,,,
0.9,3,100,11,0.81,149,,,
0.9,3,100,16,0.81,144,,,
0.9,3,100,21,0.81,140,,,
0.9,3,100,25,0.81,137,,,
0.9,3,100,30,0.81,133,,,
0.9,3,100,35,0.81,130,,,
0.9,3,100,40,0.81,127,,,
0.9,3,100,45,0.81,124,,,
0.9,3,100,2,0.2,105,,,
0.9,3,100,6,0.2,104,,,
0.9,3,100,11,0.2,103,,,
0.9,3,100,16,0.2,102,,,
0.9,3,100,21,0.2,101,,,
0.9,3,100,25,0.2,100,,,
0.9,3,100,30,0.2,99,,,
0.9,3,100,35,0.2,98,,,
0.9,3,100,40,0.2,97,,,
0.9,3,100,45,0.2,97,,,
0.9,3,100,2,0.26,110,,,
0.9,3,100,6,0.26,109,,,
0.9,3,100,11,0.26,108,,,
0.9,3,100,16,0.26,106,,,
0.9,3,100,21,0.26,105,,,
0.9,3,100,25,0.26,104,,,
0.9,3,100,30,0.26,103,,,
0.9,3,100,35,0.26,101,,,
0.9,3,100,40,0.26,100,,,
0.9,3,100,45,0.26,99,,,
0.9,3,100,2,0.7,146,,,
0.9,3,100,6,0.7,143,,,
0.9,3,100,11,0.7,139,,,
0.9,3,100,16,0.7,135,,,
0.9,3,100,21,0.7,132,,,
0.9,3,100,25,0.7,129,,,
0.9,3,100,30,0.7,126,,,
0.9,3,100,35,0.7,123,,,
0.9,3,100,40,0.7,120,,,
0.9,3,100,45,0.7,117,,,
0.9,3,100,2,0.57,133,,,
0.9,3,100,6,0.57,131,,,
0.9,3,100,11,0.57,128,,,
0.9,3,100,16,0.57,125,,,
0.9,3,100,21,0.57,123,,,
0.9,3,100,25,0.57,121,,,
0.9,3,100,30,0.57,118,,,
0.9,3,100,35,0.57,115,,,
0.9,3,100,40,0.57,113,,,
0.9,3,100,45,0.57,111,,,
0.9,3,100,2,0.57,133,,,
0.9,3,100,6,0.57,131,,,
0.9,3,100,11,0.57,128,,,
0.9,3,100,16,0.57,125,,,
0.9,3,100,21,0.57,123,,,
0.9,3,100,25,0.57,121,,,
0.9,3,100,30,0.57,118,,,
0.9,3,100,35,0.57,115,,,
0.9,3,100,40,0.57,113,,,
0.9,3,100,45,0.57,111,,,
0.9,3,100,2,0.44,123,,,
0.9,3,100,6,0.44,121,,,
0.9,3,100,11,0.44,119,,,
0.9,3,100,16,0.44,117,,,
0.9,3,100,21,0.44,115,,,
0.9,3,100,25,0.44,113,,,
0.9,3,100,30,0.44,111,,,
0.9,3,100,35,0.44,109,,,
0.9,3,100,40,0.44,107,,,
0.9,3,100,45,0.44,106,,,
0.9,3,100,2,0.24,109,,,
0.9,3,100,6,0.24,108,,,
0.9,3,100,11,0.24,107,,,
0.9,3,100,16,0.24,105,,,
0.9,3,100,21,0.24,104,,,
0.9,3,100,25,0.24,103,,,
0.9,3,100,30,0.24,102,,,
0.9,3,100,35,0.24,101,,,
0.9,3,100,40,0.24,100,,,
0.9,3,100,45,0.24,98,,,
0.9,3,100,2,0.72,152,,,
0.9,3,100,6,0.72,148,,,
0.9,3,100,11,0.72,144,,,
0.9,3,100,16,0.72,140,,,
0.9,3,100,21,0.72,136,,,
0.9,3,100,25,0.72,133,,,
0.9,3,100,30,0.72,130,,,
0.9,3,100,35,0.72,127,,,
0.9,3,100,40,0.72,124,,,
0.9,3,100,45,0.72,121,,,
0.9,4,100,2,0.82,166,,,
0.9,4,100,6,0.82,161,,,
0.9,4,100,11,0.82,155,,,
0.9,4,100,16,0.82,150,,,
0.9,4,100,21,0.82,145,,,
0.9,4,100,25,0.82,142,,,
0.9,4,100,30,0.82,138,,,
0.9,4,100,35,0.82,133,,,
0.9,4,100,40,0.82,130,,,
0.9,4,100,45,0.82,126,,,
0.9,4,100,2,0.81,164,,,
0.9,4,100,6,0.81,160,,,
0.9,4,100,11,0.81,154,,,
0.9,4,100,16,0.81,149,,,
0.9,4,100,21,0.81,145,,,
0.9,4,100,25,0.81,142,,,
0.9,4,100,30,0.81,138,,,
0.9,4,100,35,0.81,134,,,
0.9,4,100,40,0.81,130,,,
0.9,4,100,45,0.81,127,,,
0.9,4,100,2,0.2,107,,,
0.9,4,100,6,0.2,106,,,
0.9,4,100,11,0.2,104,,,
0.9,4,100,16,0.2,103,,,
0.9,4,100,21,0.2,102,,,
0.9,4,100,25,0.2,101,,,
0.9,4,100,30,0.2,100,,,
0.9,4,100,35,0.2,99,,,
0.9,4,100,40,0.2,98,,,
0.9,4,100,45,0.2,97,,,
0.9,4,100,2,0.26,112,,,
0.9,4,100,6,0.26,111,,,
0.9,4,100,11,0.26,109,,,
0.9,4,100,16,0.26,108,,,
0.9,4,100,21,0.26,106,,,
0.9,4,100,25,0.26,105,,,
0.9,4,100,30,0.26,104,,,
0.9,4,100,35,0.26,102,,,
0.9,4,100,40,0.26,101,,,
0.9,4,100,45,0.26,100,,,
0.9,4,100,2,0.7,152,,,
0.9,4,100,6,0.7,148,,,
0.9,4,100,11,0.7,144,,,
0.9,4,100,16,0.7,140,,,
0.9,4,100,21,0.7,136,,,
0.9,4,100,25,0.7,133,,,
0.9,4,100,30,0.7,130,,,
0.9,4,100,35,0.7,126,,,
0.9,4,100,40,0.7,123,,,
0.9,4,100,45,0.7,120,,,
0.9,4,100,2,0.57,138,,,
0.9,4,100,6,0.57,135,,,
0.9,4,100,11,0.57,132,,,
0.9,4,100,16,0.57,129,,,
0.9,4,100,21,0.57,126,,,
0.9,4,100,25,0.57,124,,,
0.9,4,100,30,0.57,121,,,
0.9,4,100,35,0.57,118,,,
0.9,4,100,40,0.57,115,,,
0.9,4,100,45,0.57,113,,,
0.9,4,100,2,0.57,138,,,
0.9,4,100,6,0.57,135,,,
0.9,4,100,11,0.57,132,,,
0.9,4,100,16,0.57,129,,,
0.9,4,100,21,0.57,126,,,
0.9,4,100,25,0.57,124,,,
0.9,4,100,30,0.57,121,,,
0.9,4,100,35,0.57,118,,,
0.9,4,100,40,0.57,115,,,
0.9,4,100,45,0.57,113,,,
0.9,4,100,2,0.44,126,,,
0.9,4,100,6,0.44,124,,,
0.9,4,100,11,0.44,122,,,
0.9,4,100,16,0.44,120,,,
0.9,4,100,21,0.44,117,,,
0.9,4,100,25,0.44,116,,,
0.9,4,100,30,0.44,113,,,
0.9,4,100,35,0.44,111,,,
0.9,4,100,40,0.44,109,,,
0.9,4,100,45,0.44,107,,,
0.9,4,100,2,0.24,111,,,
0.9,4,100,6,0.24,110,,,
0.9,4,100,11,0.24,108,,,
0.9,4,100,16,0.24,107,,,
0.9,4,100,21,0.24,105,,,
0.9,4,100,25,0.24,104,,,
0.9,4,100,30,0.24,103,,,
0.9,4,100,35,0.24,102,,,
0.9,4,100,40,0.24,100,,,
0.9,4,100,45,0.24,99,,,
0.9,4,100,2,0.72,158,,,
0.9,4,100,6,0.72,154,,,
0.9,4,100,11,0.72,149,,,
0.9,4,100,16,0.72,145,,,
0.9,4,100,21,0.72,141,,,
0.9,4,100,25,0.72,138,,,
0.9,4,100,30,0.72,134,,,
0.9,4,100,35,0.72,130,,,
0.9,4,100,40,0.72,127,,,
0.9,4,100,45,0.72,124,,,
0.9,5,100,2,0.82,172,,,
0.9,5,100,6,0.82,167,,,
0.9,5,100,11,0.82,161,,,
0.9,5,100,16,0.82,155,,,
0.9,5,100,21,0.82,150,,,
0.9,5,100,25,0.82,146,,,
0.9,5,100,30,0.82,141,,,
0.9,5,100,35,0.82,137,,,
0.9,5,100,40,0.82,133,,,
0.9,5,100,45,0.82,129,,,
0.9,5,100,2,0.81,170,,,
0.9,5,100,6,0.81,165,,,
0.9,5,100,11,0.81,160,,,
0.9,5,100,16,0.81,154,,,
0.9,5,100,21,0.81,149,,,
0.9,5,100,25,0.81,146,,,
0.9,5,100,30,0.81,141,,,
0.9,5,100,35,0.81,137,,,
0.9,5,100,40,0.81,134,,,
0.9,5,100,45,0.81,130,,,
0.9,5,100,2,0.2,108,,,
0.9,5,100,6,0.2,107,,,
0.9,5,100,11,0.2,105,,,
0.9,5,100,16,0.2,104,,,
0.9,5,100,21,0.2,103,,,
0.9,5,100,25,0.2,102,,,
0.9,5,100,30,0.2,101,,,
0.9,5,100,35,0.2,100,,,
0.9,5,100,40,0.2,98,,,
0.9,5,100,45,0.2,97,,,
0.9,5,100,2,0.26,114,,,
0.9,5,100,6,0.26,113,,,
0.9,5,100,11,0.26,111,,,
0.9,5,100,16,0.26,109,,,
0.9,5,100,21,0.26,108,,,
0.9,5,100,25,0.26,106,,,
0.9,5,100,30,0.26,105,,,
0.9,5,100,35,0.26,103,,,
0.9,5,100,40,0.26,102,,,
0.9,5,100,45,0.26,101,,,
0.9,5,100,2,0.7,157,,,
0.9,5,100,6,0.7,153,,,
0.9,5,100,11,0.7,149,,,
0.9,5,100,16,0.7,144,,,
0.9,5,100,21,0.7,140,,,
0.9,5,100,25,0.7,137,,,
0.9,5,100,30,0.7,133,,,
0.9,5,100,35,0.7,129,,,
0.9,5,100,40,0.7,126,,,
0.9,5,100,45,0.7,122,,,
0.9,5,100,2,0.57,142,,,
0.9,5,100,6,0.57,139,,,
0.9,5,100,11,0.57,136,,,
0.9,5,100,16,0.57,132,,,
0.9,5,100,21,0.57,129,,,
0.9,5,100,25,0.57,126,,,
0.9,5,100,30,0.57,123,,,
0.9,5,100,35,0.57,120,,,
0.9,5,100,40,0.57,117,,,
0.9,5,100,45,0.57,115,,,
0.9,5,100,2,0.57,142,,,
0.9,5,100,6,0.57,139,,,
0.9,5,100,11,0.57,136,,,
0.9,5,100,16,0.57,132,,,
0.9,5,100,21,0.57,129,,,
0.9,5,100,25,0.57,126,,,
0.9,5,100,30,0.57,123,,,
0.9,5,100,35,0.57,120,,,
0.9,5,100,40,0.57,117,,,
0.9,5,100,45,0.57,115,,,
0.9,5,100,2,0.44,129,,,
0.9,5,100,6,0.44,127,,,
0.9,5,100,11,0.44,125,,,
0.9,5,100,16,0.44,122,,,
0.9,5,100,21,0.44,120,,,
0.9,5,100,25,0.44,118,,,
0.9,5,100,30,0.44,115,,,
0.9,5,100,35,0.44,113,,,
0.9,5,100,40,0.44,111,,,
0.9,5,100,45,0.44,108,,,
0.9,5,100,2,0.24,112,,,
0.9,5,100,6,0.24,111,,,
0.9,5,100,11,0.24,109,,,
0.9,5,100,16,0.24,108,,,
0.9,5,100,21,0.24,106,,,
0.9,5,100,25,0.24,105,,,
0.9,5,100,30,0.24,104,,,
0.9,5,100,35,0.24,102,,,
0.9,5,100,40,0.24,101,,,
0.9,5,100,45,0.24,100,,,
0.9,5,100,2,0.72,164,,,
0.9,5,100,6,0.72,159,,,
0.9,5,100,11,0.72,154,,,
0.9,5,100,16,0.72,149,,,
0.9,5,100,21,0.72,145,,,
0.9,5,100,25,0.72,141,,,
0.9,5,100,30,0.72,137,,,
0.9,5,100,35,0.72,134,,,
0.9,5,100,40,0.72,130,,,
0.9,5,100,45,0.72,127,,,
0.9,6,100,2,0.82,178,,,
0.9,6,100,6,0.82,172,,,
