WWR,AR,ORIN,OVERHANG,SHGC,ENERGY,,,
0.5222222222,5,40,35,0.57,104,,,
0.5222222222,5,40,40,0.57,102,,,
0.5222222222,5,40,45,0.57,101,,,
0.5222222222,5,40,2,0.57,116,,,
0.5222222222,5,40,6,0.57,114,,,
0.5222222222,5,40,11,0.57,112,,,
0.5222222222,5,40,16,0.57,110,,,
0.5222222222,5,40,21,0.57,109,,,
0.5222222222,5,40,25,0.57,107,,,
0.5222222222,5,40,30,0.57,106,,,
0.5222222222,5,40,35,0.57,104,,,
0.5222222222,5,40,40,0.57,102,,,
0.5222222222,5,40,45,0.57,101,,,
0.5222222222,5,40,2,0.44,109,,,
0.5222222222,5,40,6,0.44,108,,,
0.5222222222,5,40,11,0.44,106,,,
0.5222222222,5,40,16,0.44,105,,,
0.5222222222,5,40,21,0.44,103,,,
0.5222222222,5,40,25,0.44,102,,,
0.5222222222,5,40,30,0.44,101,,,
0.5222222222,5,40,35,0.44,100,,,
0.5222222222,5,40,40,0.44,99,,,
0.5222222222,5,40,45,0.44,98,,,
0.5222222222,5,40,2,0.24,100,,,
0.5222222222,5,40,6,0.24,99,,,
0.5222222222,5,40,11,0.24,98,,,
0.5222222222,5,40,16,0.24,98,,,
0.5222222222,5,40,21,0.24,97,,,
0.5222222222,5,40,25,0.24,96,,,
0.5222222222,5,40,30,0.24,95,,,
0.5222222222,5,40,35,0.24,95,,,
0.5222222222,5,40,40,0.24,94,,,
0.5222222222,5,40,45,0.24,94,,,
0.5222222222,5,40,2,0.72,131,,,
0.5222222222,5,40,6,0.72,128,,,
0.5222222222,5,40,11,0.72,125,,,
0.5222222222,5,40,16,0.72,122,,,
0.5222222222,5,40,21,0.72,120,,,
0.5222222222,5,40,25,0.72,118,,,
0.5222222222,5,40,30,0.72,115,,,
0.5222222222,5,40,35,0.72,113,,,
0.5222222222,5,40,40,0.72,111,,,
0.5222222222,5,40,45,0.72,110,,,
0.5222222222,6,40,2,0.82,136,,,
0.5222222222,6,40,6,0.82,133,,,
0.5222222222,6,40,11,0.82,129,,,
0.5222222222,6,40,16,0.82,126,,,
0.5222222222,6,40,21,0.82,123,,,
0.5222222222,6,40,25,0.82,120,,,
0.5222222222,6,40,30,0.82,117,,,
0.5222222222,6,40,35,0.82,115,,,
0.5222222222,6,40,40,0.82,112,,,
0.5222222222,6,40,45,0.82,110,,,
0.5222222222,6,40,2,0.81,138,,,
0.5222222222,6,40,6,0.81,135,,,
0.5222222222,6,40,11,0.81,131,,,
0.5222222222,6,40,16,0.81,127,,,
0.5222222222,6,40,21,0.81,124,,,
0.5222222222,6,40,25,0.81,122,,,
0.5222222222,6,40,30,0.81,119,,,
0.5222222222,6,40,35,0.81,117,,,
0.5222222222,6,40,40,0.81,114,,,
0.5222222222,6,40,45,0.81,113,,,
0.5222222222,6,40,2,0.2,98,,,
0.5222222222,6,40,6,0.2,97,,,
0.5222222222,6,40,11,0.2,96,,,
0.5222222222,6,40,16,0.2,96,,,
0.5222222222,6,40,21,0.2,95,,,
0.5222222222,6,40,25,0.2,94,,,
0.5222222222,6,40,30,0.2,94,,,
0.5222222222,6,40,35,0.2,93,,,
0.5222222222,6,40,40,0.2,93,,,
0.5222222222,6,40,45,0.2,92,,,
0.5222222222,6,40,2,0.26,101,,,
0.5222222222,6,40,6,0.26,100,,,
0.5222222222,6,40,11,0.26,99,,,
0.5222222222,6,40,16,0.26,98,,,
0.5222222222,6,40,21,0.26,97,,,
0.5222222222,6,40,25,0.26,97,,,
0.5222222222,6,40,30,0.26,96,,,
0.5222222222,6,40,35,0.26,95,,,
0.5222222222,6,40,40,0.26,95,,,
0.5222222222,6,40,45,0.26,94,,,
0.5222222222,6,40,2,0.7,127,,,
0.5222222222,6,40,6,0.7,124,,,
0.5222222222,6,40,11,0.7,122,,,
0.5222222222,6,40,16,0.7,119,,,
0.5222222222,6,40,21,0.7,116,,,
0.5222222222,6,40,25,0.7,115,,,
0.5222222222,6,40,30,0.7,112,,,
0.5222222222,6,40,35,0.7,110,,,
0.5222222222,6,40,40,0.7,108,,,
0.5222222222,6,40,45,0.7,106,,,
0.5222222222,6,40,2,0.57,117,,,
0.5222222222,6,40,6,0.57,115,,,
0.5222222222,6,40,11,0.57,113,,,
0.5222222222,6,40,16,0.57,111,,,
0.5222222222,6,40,21,0.57,110,,,
0.5222222222,6,40,25,0.57,108,,,
0.5222222222,6,40,30,0.57,106,,,
0.5222222222,6,40,35,0.57,105,,,
0.5222222222,6,40,40,0.57,103,,,
0.5222222222,6,40,45,0.57,102,,,
0.5222222222,6,40,2,0.57,117,,,
0.5222222222,6,40,6,0.57,115,,,
0.5222222222,6,40,11,0.57,113,,,
0.5222222222,6,40,16,0.57,111,,,
0.5222222222,6,40,21,0.57,110,,,
0.5222222222,6,40,25,0.57,108,,,
0.5222222222,6,40,30,0.57,106,,,
0.5222222222,6,40,35,0.57,105,,,
0.5222222222,6,40,40,0.57,103,,,
0.5222222222,6,40,45,0.57,102,,,
0.5222222222,6,40,2,0.44,110,,,
0.5222222222,6,40,6,0.44,108,,,
0.5222222222,6,40,11,0.44,107,,,
0.5222222222,6,40,16,0.44,105,,,
0.5222222222,6,40,21,0.44,104,,,
0.5222222222,6,40,25,0.44,103,,,
0.5222222222,6,40,30,0.44,101,,,
0.5222222222,6,40,35,0.44,100,,,
0.5222222222,6,40,40,0.44,99,,,
0.5222222222,6,40,45,0.44,98,,,
0.5222222222,6,40,2,0.24,100,,,
0.5222222222,6,40,6,0.24,100,,,
0.5222222222,6,40,11,0.24,99,,,
0.5222222222,6,40,16,0.24,98,,,
0.5222222222,6,40,21,0.24,97,,,
0.5222222222,6,40,25,0.24,96,,,
0.5222222222,6,40,30,0.24,95,,,
0.5222222222,6,40,35,0.24,95,,,
0.5222222222,6,40,40,0.24,94,,,
0.5222222222,6,40,45,0.24,94,,,
0.5222222222,6,40,2,0.72,133,,,
0.5222222222,6,40,6,0.72,130,,,
0.5222222222,6,40,11,0.72,127,,,
0.5222222222,6,40,16,0.72,124,,,
0.5222222222,6,40,21,0.72,121,,,
0.5222222222,6,40,25,0.72,119,,,
0.5222222222,6,40,30,0.72,117,,,
0.5222222222,6,40,35,0.72,114,,,
0.5222222222,6,40,40,0.72,112,,,
0.5222222222,6,40,45,0.72,111,,,
0.5222222222,7,40,2,0.82,138,,,
0.5222222222,7,40,6,0.82,135,,,
0.5222222222,7,40,11,0.82,131,,,
0.5222222222,7,40,16,0.82,127,,,
0.5222222222,7,40,21,0.82,124,,,
0.5222222222,7,40,25,0.82,122,,,
0.5222222222,7,40,30,0.82,119,,,
0.5222222222,7,40,35,0.82,116,,,
0.5222222222,7,40,40,0.82,113,,,
0.5222222222,7,40,45,0.82,111,,,
0.5222222222,7,40,2,0.81,140,,,
0.5222222222,7,40,6,0.81,137,,,
0.5222222222,7,40,11,0.81,133,,,
0.5222222222,7,40,16,0.81,129,,,
0.5222222222,7,40,21,0.81,126,,,
0.5222222222,7,40,25,0.81,123,,,
0.5222222222,7,40,30,0.81,121,,,
0.5222222222,7,40,35,0.81,118,,,
0.5222222222,7,40,40,0.81,115,,,
0.5222222222,7,40,45,0.81,114,,,
0.5222222222,7,40,2,0.2,98,,,
0.5222222222,7,40,6,0.2,97,,,
0.5222222222,7,40,11,0.2,96,,,
0.5222222222,7,40,16,0.2,96,,,
0.5222222222,7,40,21,0.2,95,,,
0.5222222222,7,40,25,0.2,94,,,
0.5222222222,7,40,30,0.2,94,,,
0.5222222222,7,40,35,0.2,93,,,
0.5222222222,7,40,40,0.2,93,,,
0.5222222222,7,40,45,0.2,92,,,
0.5222222222,7,40,2,0.26,102,,,
0.5222222222,7,40,6,0.26,101,,,
0.5222222222,7,40,11,0.26,100,,,
0.5222222222,7,40,16,0.26,99,,,
0.5222222222,7,40,21,0.26,98,,,
0.5222222222,7,40,25,0.26,97,,,
0.5222222222,7,40,30,0.26,96,,,
0.5222222222,7,40,35,0.26,95,,,
0.5222222222,7,40,40,0.26,94,,,
0.5222222222,7,40,45,0.26,94,,,
0.5222222222,7,40,2,0.7,129,,,
0.5222222222,7,40,6,0.7,126,,,
0.5222222222,7,40,11,0.7,123,,,
0.5222222222,7,40,16,0.7,120,,,
0.5222222222,7,40,21,0.7,118,,,
0.5222222222,7,40,25,0.7,116,,,
0.5222222222,7,40,30,0.7,113,,,
0.5222222222,7,40,35,0.7,111,,,
0.5222222222,7,40,40,0.7,109,,,
0.5222222222,7,40,45,0.7,107,,,
0.5222222222,7,40,2,0.57,118,,,
0.5222222222,7,40,6,0.57,116,,,
0.5222222222,7,40,11,0.57,114,,,
0.5222222222,7,40,16,0.57,112,,,
0.5222222222,7,40,21,0.57,110,,,
0.5222222222,7,40,25,0.57,109,,,
0.5222222222,7,40,30,0.57,107,,,
0.5222222222,7,40,35,0.57,105,,,
0.5222222222,7,40,40,0.57,103,,,
0.5222222222,7,40,45,0.57,102,,,
0.5222222222,7,40,2,0.57,118,,,
0.5222222222,7,40,6,0.57,116,,,
0.5222222222,7,40,11,0.57,114,,,
0.5222222222,7,40,16,0.57,112,,,
0.5222222222,7,40,21,0.57,110,,,
0.5222222222,7,40,25,0.57,109,,,
0.5222222222,7,40,30,0.57,107,,,
0.5222222222,7,40,35,0.57,105,,,
0.5222222222,7,40,40,0.57,103,,,
0.5222222222,7,40,45,0.57,102,,,
0.5222222222,7,40,2,0.44,110,,,
0.5222222222,7,40,6,0.44,109,,,
0.5222222222,7,40,11,0.44,107,,,
0.5222222222,7,40,16,0.44,106,,,
0.5222222222,7,40,21,0.44,104,,,
0.5222222222,7,40,25,0.44,103,,,
0.5222222222,7,40,30,0.44,102,,,
0.5222222222,7,40,35,0.44,100,,,
0.5222222222,7,40,40,0.44,99,,,
0.5222222222,7,40,45,0.44,98,,,
0.5222222222,7,40,2,0.24,101,,,
0.5222222222,7,40,6,0.24,100,,,
0.5222222222,7,40,11,0.24,99,,,
0.5222222222,7,40,16,0.24,98,,,
0.5222222222,7,40,21,0.24,97,,,
0.5222222222,7,40,25,0.24,96,,,
0.5222222222,7,40,30,0.24,95,,,
0.5222222222,7,40,35,0.24,95,,,
0.5222222222,7,40,40,0.24,94,,,
0.5222222222,7,40,45,0.24,94,,,
0.5222222222,7,40,2,0.72,135,,,
0.5222222222,7,40,6,0.72,132,,,
0.5222222222,7,40,11,0.72,129,,,
0.5222222222,7,40,16,0.72,126,,,
0.5222222222,7,40,21,0.72,123,,,
0.5222222222,7,40,25,0.72,120,,,
0.5222222222,7,40,30,0.72,118,,,
0.5222222222,7,40,35,0.72,115,,,
0.5222222222,7,40,40,0.72,113,,,
0.5222222222,7,40,45,0.72,112,,,
0.5222222222,8,40,2,0.82,141,,,
0.5222222222,8,40,6,0.82,137,,,
0.5222222222,8,40,11,0.82,133,,,
0.5222222222,8,40,16,0.82,129,,,
0.5222222222,8,40,21,0.82,125,,,
0.5222222222,8,40,25,0.82,123,,,
0.5222222222,8,40,30,0.82,120,,,
0.5222222222,8,40,35,0.82,117,,,
0.5222222222,8,40,40,0.82,114,,,
0.5222222222,8,40,45,0.82,112,,,
0.5222222222,8,40,2,0.81,142,,,
0.5222222222,8,40,6,0.81,139,,,
0.5222222222,8,40,11,0.81,135,,,
0.5222222222,8,40,16,0.81,131,,,
0.5222222222,8,40,21,0.81,127,,,
0.5222222222,8,40,25,0.81,125,,,
0.5222222222,8,40,30,0.81,122,,,
0.5222222222,8,40,35,0.81,119,,,
0.5222222222,8,40,40,0.81,116,,,
0.5222222222,8,40,45,0.81,114,,,
0.5222222222,8,40,2,0.2,98,,,
0.5222222222,8,40,6,0.2,97,,,
0.5222222222,8,40,11,0.2,96,,,
0.5222222222,8,40,16,0.2,96,,,
0.5222222222,8,40,21,0.2,95,,,
0.5222222222,8,40,25,0.2,94,,,
0.5222222222,8,40,30,0.2,94,,,
0.5222222222,8,40,35,0.2,93,,,
0.5222222222,8,40,40,0.2,93,,,
0.5222222222,8,40,45,0.2,92,,,
0.5222222222,8,40,2,0.26,102,,,
0.5222222222,8,40,6,0.26,101,,,
0.5222222222,8,40,11,0.26,100,,,
0.5222222222,8,40,16,0.26,99,,,
0.5222222222,8,40,21,0.26,98,,,
0.5222222222,8,40,25,0.26,97,,,
0.5222222222,8,40,30,0.26,96,,,
0.5222222222,8,40,35,0.26,95,,,
0.5222222222,8,40,40,0.26,94,,,
0.5222222222,8,40,45,0.26,94,,,
0.5222222222,8,40,2,0.7,130,,,
0.5222222222,8,40,6,0.7,128,,,
0.5222222222,8,40,11,0.7,125,,,
0.5222222222,8,40,16,0.7,121,,,
0.5222222222,8,40,21,0.7,119,,,
0.5222222222,8,40,25,0.7,117,,,
0.5222222222,8,40,30,0.7,114,,,
0.5222222222,8,40,35,0.7,112,,,
0.5222222222,8,40,40,0.7,109,,,
0.5222222222,8,40,45,0.7,107,,,
0.5222222222,8,40,2,0.57,119,,,
0.5222222222,8,40,6,0.57,117,,,
0.5222222222,8,40,11,0.57,115,,,
0.5222222222,8,40,16,0.57,113,,,
0.5222222222,8,40,21,0.57,111,,,
0.5222222222,8,40,25,0.57,109,,,
0.5222222222,8,40,30,0.57,107,,,
0.5222222222,8,40,35,0.57,105,,,
0.5222222222,8,40,40,0.57,103,,,
0.5222222222,8,40,45,0.57,102,,,
0.5222222222,8,40,2,0.57,119,,,
0.5222222222,8,40,6,0.57,117,,,
0.5222222222,8,40,11,0.57,115,,,
0.5222222222,8,40,16,0.57,113,,,
0.5222222222,8,40,21,0.57,111,,,
0.5222222222,8,40,25,0.57,109,,,
0.5222222222,8,40,30,0.57,107,,,
0.5222222222,8,40,35,0.57,105,,,
0.5222222222,8,40,40,0.57,103,,,
0.5222222222,8,40,45,0.57,102,,,
0.5222222222,8,40,2,0.44,111,,,
0.5222222222,8,40,6,0.44,110,,,
0.5222222222,8,40,11,0.44,108,,,
0.5222222222,8,40,16,0.44,106,,,
0.5222222222,8,40,21,0.44,105,,,
0.5222222222,8,40,25,0.44,104,,,
0.5222222222,8,40,30,0.44,102,,,
0.5222222222,8,40,35,0.44,100,,,
0.5222222222,8,40,40,0.44,99,,,
0.5222222222,8,40,45,0.44,98,,,
0.5222222222,8,40,2,0.24,101,,,
0.5222222222,8,40,6,0.24,100,,,
0.5222222222,8,40,11,0.24,99,,,
0.5222222222,8,40,16,0.24,98,,,
0.5222222222,8,40,21,0.24,97,,,
0.5222222222,8,40,25,0.24,96,,,
0.5222222222,8,40,30,0.24,95,,,
0.5222222222,8,40,35,0.24,95,,,
0.5222222222,8,40,40,0.24,94,,,
0.5222222222,8,40,45,0.24,93,,,
0.5222222222,8,40,2,0.72,138,,,
0.5222222222,8,40,6,0.72,134,,,
0.5222222222,8,40,11,0.72,131,,,
0.5222222222,8,40,16,0.72,127,,,
0.5222222222,8,40,21,0.72,124,,,
0.5222222222,8,40,25,0.72,122,,,
0.5222222222,8,40,30,0.72,119,,,
0.5222222222,8,40,35,0.72,116,,,
0.5222222222,8,40,40,0.72,114,,,
0.5222222222,8,40,45,0.72,112,,,
0.5222222222,9,40,2,0.82,143,,,
0.5222222222,9,40,6,0.82,139,,,
0.5222222222,9,40,11,0.82,135,,,
0.5222222222,9,40,16,0.82,131,,,
0.5222222222,9,40,21,0.82,127,,,
0.5222222222,9,40,25,0.82,125,,,
0.5222222222,9,40,30,0.82,121,,,
0.5222222222,9,40,35,0.82,118,,,
0.5222222222,9,40,40,0.82,115,,,
0.5222222222,9,40,45,0.82,113,,,
0.5222222222,9,40,2,0.81,145,,,
0.5222222222,9,40,6,0.81,141,,,
0.5222222222,9,40,11,0.81,137,,,
0.5222222222,9,40,16,0.81,133,,,
0.5222222222,9,40,21,0.81,129,,,
0.5222222222,9,40,25,0.81,126,,,
0.5222222222,9,40,30,0.81,123,,,
0.5222222222,9,40,35,0.81,120,,,
0.5222222222,9,40,40,0.81,118,,,
0.5222222222,9,40,45,0.81,116,,,
0.5222222222,9,40,2,0.2,99,,,
0.5222222222,9,40,6,0.2,98,,,
0.5222222222,9,40,11,0.2,97,,,
0.5222222222,9,40,16,0.2,96,,,
0.5222222222,9,40,21,0.2,95,,,
0.5222222222,9,40,25,0.2,95,,,
0.5222222222,9,40,30,0.2,94,,,
0.5222222222,9,40,35,0.2,93,,,
0.5222222222,9,40,40,0.2,93,,,
0.5222222222,9,40,45,0.2,92,,,
0.5222222222,9,40,2,0.26,103,,,
0.5222222222,9,40,6,0.26,102,,,
0.5222222222,9,40,11,0.26,100,,,
0.5222222222,9,40,16,0.26,99,,,
0.5222222222,9,40,21,0.26,98,,,
0.5222222222,9,40,25,0.26,97,,,
0.5222222222,9,40,30,0.26,96,,,
0.5222222222,9,40,35,0.26,96,,,
0.5222222222,9,40,40,0.26,95,,,
0.5222222222,9,40,45,0.26,94,,,
0.5222222222,9,40,2,0.7,132,,,
0.5222222222,9,40,6,0.7,130,,,
0.5222222222,9,40,11,0.7,126,,,
0.5222222222,9,40,16,0.7,123,,,
0.5222222222,9,40,21,0.7,120,,,
0.5222222222,9,40,25,0.7,118,,,
0.5222222222,9,40,30,0.7,115,,,
0.5222222222,9,40,35,0.7,113,,,
0.5222222222,9,40,40,0.7,110,,,
0.5222222222,9,40,45,0.7,108,,,
0.5222222222,9,40,2,0.57,121,,,
0.5222222222,9,40,6,0.57,119,,,
0.5222222222,9,40,11,0.57,117,,,
0.5222222222,9,40,16,0.57,114,,,
0.5222222222,9,40,21,0.57,112,,,
0.5222222222,9,40,25,0.57,110,,,
0.5222222222,9,40,30,0.57,108,,,
0.5222222222,9,40,35,0.57,106,,,
0.5222222222,9,40,40,0.57,104,,,
0.5222222222,9,40,45,0.57,103,,,
0.5222222222,9,40,2,0.57,121,,,
0.5222222222,9,40,6,0.57,119,,,
0.5222222222,9,40,11,0.57,117,,,
0.5222222222,9,40,16,0.57,114,,,
0.5222222222,9,40,21,0.57,112,,,
0.5222222222,9,40,25,0.57,110,,,
0.5222222222,9,40,30,0.57,108,,,
0.5222222222,9,40,35,0.57,106,,,
0.5222222222,9,40,40,0.57,104,,,
0.5222222222,9,40,45,0.57,103,,,
0.5222222222,9,40,2,0.44,112,,,
0.5222222222,9,40,6,0.44,111,,,
0.5222222222,9,40,11,0.44,109,,,
0.5222222222,9,40,16,0.44,107,,,
0.5222222222,9,40,21,0.44,106,,,
0.5222222222,9,40,25,0.44,104,,,
0.5222222222,9,40,30,0.44,103,,,
0.5222222222,9,40,35,0.44,101,,,
0.5222222222,9,40,40,0.44,100,,,
0.5222222222,9,40,45,0.44,99,,,
0.5222222222,9,40,2,0.24,102,,,
0.5222222222,9,40,6,0.24,101,,,
0.5222222222,9,40,11,0.24,100,,,
0.5222222222,9,40,16,0.24,98,,,
0.5222222222,9,40,21,0.24,97,,,
0.5222222222,9,40,25,0.24,97,,,
0.5222222222,9,40,30,0.24,96,,,
0.5222222222,9,40,35,0.24,95,,,
0.5222222222,9,40,40,0.24,94,,,
0.5222222222,9,40,45,0.24,94,,,
0.5222222222,9,40,2,0.72,140,,,
0.5222222222,9,40,6,0.72,137,,,
0.5222222222,9,40,11,0.72,133,,,
0.5222222222,9,40,16,0.72,129,,,
0.5222222222,9,40,21,0.72,126,,,
0.5222222222,9,40,25,0.72,123,,,
0.5222222222,9,40,30,0.72,120,,,
0.5222222222,9,40,35,0.72,118,,,
0.5222222222,9,40,40,0.72,115,,,
0.5222222222,9,40,45,0.72,113,,,
0.5222222222,10,40,2,0.82,145,,,
0.5222222222,10,40,6,0.82,141,,,
0.5222222222,10,40,11,0.82,137,,,
0.5222222222,10,40,16,0.82,133,,,
0.5222222222,10,40,21,0.82,129,,,
0.5222222222,10,40,25,0.82,126,,,
0.5222222222,10,40,30,0.82,123,,,
0.5222222222,10,40,35,0.82,119,,,
0.5222222222,10,40,40,0.82,116,,,
0.5222222222,10,40,45,0.82,114,,,
0.5222222222,10,40,2,0.81,147,,,
0.5222222222,10,40,6,0.81,143,,,
0.5222222222,10,40,11,0.81,139,,,
0.5222222222,10,40,16,0.81,135,,,
0.5222222222,10,40,21,0.81,131,,,
0.5222222222,10,40,25,0.81,128,,,
0.5222222222,10,40,30,0.81,125,,,
0.5222222222,10,40,35,0.81,122,,,
0.5222222222,10,40,40,0.81,119,,,
0.5222222222,10,40,45,0.81,117,,,
0.5222222222,10,40,2,0.2,99,,,
0.5222222222,10,40,6,0.2,98,,,
0.5222222222,10,40,11,0.2,97,,,
0.5222222222,10,40,16,0.2,96,,,
0.5222222222,10,40,21,0.2,95,,,
0.5222222222,10,40,25,0.2,95,,,
0.5222222222,10,40,30,0.2,94,,,
0.5222222222,10,40,35,0.2,93,,,
0.5222222222,10,40,40,0.2,93,,,
0.5222222222,10,40,45,0.2,92,,,
0.5222222222,10,40,2,0.26,103,,,
0.5222222222,10,40,6,0.26,102,,,
0.5222222222,10,40,11,0.26,101,,,
0.5222222222,10,40,16,0.26,100,,,
0.5222222222,10,40,21,0.26,98,,,
0.5222222222,10,40,25,0.26,97,,,
0.5222222222,10,40,30,0.26,96,,,
0.5222222222,10,40,35,0.26,96,,,
0.5222222222,10,40,40,0.26,95,,,
0.5222222222,10,40,45,0.26,94,,,
0.5222222222,10,40,2,0.7,134,,,
0.5222222222,10,40,6,0.7,131,,,
0.5222222222,10,40,11,0.7,128,,,
0.5222222222,10,40,16,0.7,124,,,
0.5222222222,10,40,21,0.7,121,,,
0.5222222222,10,40,25,0.7,119,,,
0.5222222222,10,40,30,0.7,116,,,
0.5222222222,10,40,35,0.7,114,,,
0.5222222222,10,40,40,0.7,111,,,
0.5222222222,10,40,45,0.7,109,,,
0.5222222222,10,40,2,0.57,122,,,
0.5222222222,10,40,6,0.57,120,,,
0.5222222222,10,40,11,0.57,118,,,
0.5222222222,10,40,16,0.57,115,,,
0.5222222222,10,40,21,0.57,113,,,
0.5222222222,10,40,25,0.57,111,,,
0.5222222222,10,40,30,0.57,109,,,
0.5222222222,10,40,35,0.57,107,,,
0.5222222222,10,40,40,0.57,105,,,
0.5222222222,10,40,45,0.57,103,,,
0.5222222222,10,40,2,0.57,122,,,
0.5222222222,10,40,6,0.57,120,,,
0.5222222222,10,40,11,0.57,118,,,
0.5222222222,10,40,16,0.57,115,,,
0.5222222222,10,40,21,0.57,113,,,
0.5222222222,10,40,25,0.57,111,,,
0.5222222222,10,40,30,0.57,109,,,
0.5222222222,10,40,35,0.57,107,,,
0.5222222222,10,40,40,0.57,105,,,
0.5222222222,10,40,45,0.57,103,,,
0.5222222222,10,40,2,0.44,113,,,
0.5222222222,10,40,6,0.44,112,,,
0.5222222222,10,40,11,0.44,110,,,
0.5222222222,10,40,16,0.44,108,,,
0.5222222222,10,40,21,0.44,106,,,
0.5222222222,10,40,25,0.44,105,,,
0.5222222222,10,40,30,0.44,103,,,
0.5222222222,10,40,35,0.44,101,,,
0.5222222222,10,40,40,0.44,100,,,
0.5222222222,10,40,45,0.44,99,,,
0.5222222222,10,40,2,0.24,102,,,
0.5222222222,10,40,6,0.24,101,,,
0.5222222222,10,40,11,0.24,100,,,
0.5222222222,10,40,16,0.24,99,,,
0.5222222222,10,40,21,0.24,98,,,
0.5222222222,10,40,25,0.24,97,,,
0.5222222222,10,40,30,0.24,96,,,
0.5222222222,10,40,35,0.24,95,,,
0.5222222222,10,40,40,0.24,94,,,
0.5222222222,10,40,45,0.24,94,,,
0.5222222222,10,40,2,0.72,142,,,
0.5222222222,10,40,6,0.72,138,,,
0.5222222222,10,40,11,0.72,134,,,
0.5222222222,10,40,16,0.72,131,,,
0.5222222222,10,40,21,0.72,127,,,
0.5222222222,10,40,25,0.72,125,,,
0.5222222222,10,40,30,0.72,122,,,
0.5222222222,10,40,35,0.72,119,,,
0.5222222222,10,40,40,0.72,116,,,
0.5222222222,10,40,45,0.72,114,,,
0.6166666667,1,40,2,0.82,131,,,
0.6166666667,1,40,6,0.82,128,,,
0.6166666667,1,40,11,0.82,125,,,
0.6166666667,1,40,16,0.82,122,,,
0.6166666667,1,40,21,0.82,119,,,
0.6166666667,1,40,25,0.82,117,,,
0.6166666667,1,40,30,0.82,115,,,
0.6166666667,1,40,35,0.82,113,,,
0.6166666667,1,40,40,0.82,111,,,
0.6166666667,1,40,45,0.82,109,,,
0.6166666667,1,40,2,0.81,131,,,
0.6166666667,1,40,6,0.81,129,,,
0.6166666667,1,40,11,0.81,126,,,
0.6166666667,1,40,16,0.81,123,,,
0.6166666667,1,40,21,0.81,120,,,
0.6166666667,1,40,25,0.81,118,,,
0.6166666667,1,40,30,0.81,116,,,
0.6166666667,1,40,35,0.81,114,,,
0.6166666667,1,40,40,0.81,112,,,
0.6166666667,1,40,45,0.81,110,,,
0.6166666667,1,40,2,0.2,98,,,
0.6166666667,1,40,6,0.2,98,,,
0.6166666667,1,40,11,0.2,97,,,
0.6166666667,1,40,16,0.2,97,,,
0.6166666667,1,40,21,0.2,96,,,
0.6166666667,1,40,25,0.2,96,,,
0.6166666667,1,40,30,0.2,95,,,
0.6166666667,1,40,35,0.2,94,,,
0.6166666667,1,40,40,0.2,94,,,
0.6166666667,1,40,45,0.2,94,,,
0.6166666667,1,40,2,0.26,101,,,
0.6166666667,1,40,6,0.26,101,,,
0.6166666667,1,40,11,0.26,100,,,
0.6166666667,1,40,16,0.26,99,,,
0.6166666667,1,40,21,0.26,98,,,
0.6166666667,1,40,25,0.26,98,,,
0.6166666667,1,40,30,0.26,97,,,
0.6166666667,1,40,35,0.26,96,,,
0.6166666667,1,40,40,0.26,96,,,
0.6166666667,1,40,45,0.26,95,,,
0.6166666667,1,40,2,0.7,123,,,
0.6166666667,1,40,6,0.7,121,,,
0.6166666667,1,40,11,0.7,119,,,
0.6166666667,1,40,16,0.7,116,,,
0.6166666667,1,40,21,0.7,114,,,
0.6166666667,1,40,25,0.7,112,,,
0.6166666667,1,40,30,0.7,111,,,
0.6166666667,1,40,35,0.7,109,,,
0.6166666667,1,40,40,0.7,107,,,
0.6166666667,1,40,45,0.7,106,,,
0.6166666667,1,40,2,0.57,115,,,
0.6166666667,1,40,6,0.57,113,,,
0.6166666667,1,40,11,0.57,112,,,
0.6166666667,1,40,16,0.57,110,,,
0.6166666667,1,40,21,0.57,108,,,
0.6166666667,1,40,25,0.57,107,,,
0.6166666667,1,40,30,0.57,106,,,
0.6166666667,1,40,35,0.57,104,,,
0.6166666667,1,40,40,0.57,103,,,
0.6166666667,1,40,45,0.57,102,,,
0.6166666667,1,40,2,0.57,115,,,
0.6166666667,1,40,6,0.57,113,,,
0.6166666667,1,40,11,0.57,112,,,
0.6166666667,1,40,16,0.57,110,,,
0.6166666667,1,40,21,0.57,108,,,
0.6166666667,1,40,25,0.57,107,,,
0.6166666667,1,40,30,0.57,106,,,
0.6166666667,1,40,35,0.57,104,,,
0.6166666667,1,40,40,0.57,103,,,
0.6166666667,1,40,45,0.57,102,,,
0.6166666667,1,40,2,0.44,108,,,
0.6166666667,1,40,6,0.44,107,,,
0.6166666667,1,40,11,0.44,106,,,
0.6166666667,1,40,16,0.44,105,,,
0.6166666667,1,40,21,0.44,104,,,
0.6166666667,1,40,25,0.44,103,,,
0.6166666667,1,40,30,0.44,102,,,
0.6166666667,1,40,35,0.44,101,,,
0.6166666667,1,40,40,0.44,99,,,
0.6166666667,1,40,45,0.44,99,,,
0.6166666667,1,40,2,0.24,101,,,
0.6166666667,1,40,6,0.24,100,,,
0.6166666667,1,40,11,0.24,99,,,
0.6166666667,1,40,16,0.24,98,,,
0.6166666667,1,40,21,0.24,98,,,
0.6166666667,1,40,25,0.24,97,,,
0.6166666667,1,40,30,0.24,96,,,
0.6166666667,1,40,35,0.24,96,,,
0.6166666667,1,40,40,0.24,95,,,
0.6166666667,1,40,45,0.24,95,,,
0.6166666667,1,40,2,0.72,128,,,
